qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes,moistureCorrectedKernelMassPerEar,moistureCorrectedHundredKernelMass,earHeight.sp,flagLeafHeight.sp,combineMoisture.sp,combineTestWeight.sp,earFillLength.sp,earWidth.sp,shelledCobWidth.sp,shelledCobMass.sp,earLength.sp,kernelsPerEar.sp,percentStarch.sp,percentProtein.sp,percentOil.sp,percentFiber.sp,percentAsh.sp,yieldPerAcre.sp,GDDToAnthesis.sp,GDDToSilk.sp,kernelsPerRow.sp,kernelRowNumber.sp,moistureCorrectedKernelMassPerEar.sp,moistureCorrectedHundredKernelMass.sp,anthesisSilkingIntervalGDD.sp,daysToAnthesis.sp,daysToSilk.sp,anthesisSilkingInterval.sp
22-C-1585892,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,53,2,44,4,1585892,LH123HT X 3IIH6,2022-05-11,,,NA,NA,NA,NA,NA,NA,123,264,26500,19.02,172.69,13.7,NA,16.285,NA,4.553,2.62,NA,16,492,27.36,134.7,21.9,NA,NA,NA,NA,NA,NA,,0,2022-10-07,Check,142.558469794468,28.9561969827517,114.923497720365,247.308743422367,14.2263191931982,NA,NA,4.54916871828929,2.59502464242824,21.2156574274244,16.3380069007693,506.266584729815,NA,NA,NA,NA,NA,176.673977121151,NA,NA,NA,15.6895578796956,147.017778075394,28.5522329181048,NA,NA,NA,NA
22-C-1585893,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,57,2,45,9,1585893,PHK76 X LH82,2022-05-11,,,NA,NA,NA,NA,NA,NA,117,228,28500,18.63,169.93,13.3,NA,15.769,NA,4.649,2.581,NA,16,540,27.776,149.9,18.967,NA,NA,NA,NA,NA,NA,,8.77,2022-10-07,Check,158.645245895997,29.3964666444778,111.424114371414,227.611314782491,14.1037579990431,NA,NA,4.58348191424442,2.56900739804237,19.9021199127885,16.1865770566015,538.709522877844,NA,NA,NA,NA,NA,175.196449224754,NA,NA,NA,15.6893760024111,157.877345764399,29.2273267903293,NA,NA,NA,NA
22-C-1585894,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,52,2,43,17,1585894,PIONEER 1311 AMXT,2022-05-11,,,NA,NA,NA,NA,NA,NA,107,245,26000,26.5,231.68,16.9,NA,19.257,NA,5.164,2.666,NA,18,651,35.084,NA,25.367,NA,NA,NA,NA,NA,NA,,3.85,2022-10-07,Check,NA,37.1308192596075,105.441184597835,239.117392053937,15.9244668336403,NA,NA,4.83908374640175,2.59705705656157,23.1712005443994,17.9776603844574,590.713320794279,NA,NA,NA,NA,NA,206.623982022899,NA,NA,NA,16.7129716603779,NA,33.5885185572775,NA,NA,NA,NA
22-C-1585895,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,69,2,43,18,1585895,PHB47 X PHK56,2022-05-11,,,NA,NA,NA,NA,NA,NA,96,243,34500,20.83,188.9,13.8,NA,15.917,NA,4.378,2.383,NA,13.5,488,27.143,132.4,19.419,NA,NA,NA,NA,NA,NA,,2.9,2022-10-07,Check,140.124286568579,28.7265370870917,99.8193317282378,238.003877876038,14.3670978335797,NA,NA,4.44535214455951,2.45498769982783,20.2054848238854,16.3244296579923,509.887915705239,NA,NA,NA,NA,NA,184.992628446574,NA,NA,NA,14.4678115262008,149.133191822229,29.3806654787803,NA,NA,NA,NA
22-C-1585896,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,68,2,46,10,1585896,B73 X PHZ51,2022-05-11,,,NA,NA,NA,NA,NA,NA,138,257,34000,17.26,154.89,14.7,NA,18.294,NA,4.504,2.63,NA,15.5,623,27.319,170.2,27.4,NA,NA,NA,NA,NA,NA,,4.41,2022-10-07,Check,180.129558715802,28.9128050208989,121.852754192862,240.083398802158,14.8199479800245,NA,NA,4.50344409401251,2.59318017953389,24.1732413882546,17.4970877836784,590.826958257806,NA,NA,NA,NA,NA,158.779605461591,NA,NA,NA,15.4503694083847,169.738268708641,29.014129310706,NA,NA,NA,NA
22-C-1585897,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,70,2,42,6,1585897,PHJ40 X LH82,2022-05-11,,,NA,NA,NA,NA,NA,NA,91,194,35000,17.5,158.33,14,NA,15.247,NA,4.294,2.504,NA,14,429,27.516,118.1,21.167,NA,NA,NA,NA,NA,NA,,0,2022-10-07,Check,124.990016946746,29.121298105899,98.8261099459201,215.161370739029,14.2359961756236,NA,NA,4.40926648549688,2.5162782232382,20.8437541533281,15.7323696725457,472.263864037971,NA,NA,NA,NA,NA,168.538291136407,NA,NA,NA,14.6313223564682,137.05388757591,29.368064200886,NA,NA,NA,NA
22-C-1585898,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,63,2,46,7,1585898,B37 X H95,2022-05-11,,,NA,NA,NA,NA,NA,NA,119,254,31500,15.73,136.53,17.5,NA,15.199,NA,4.692,2.902,NA,18,553,24.442,135.2,27.7,NA,NA,NA,NA,NA,NA,,17.46,2022-10-07,Check,143.087640060966,25.8679593074714,112.516453413474,238.170649372106,16.2414259095576,NA,NA,4.61413536201341,2.74370655237112,24.2500851774199,15.9369108156722,559.723662902229,NA,NA,NA,NA,NA,150.233103048159,NA,NA,NA,16.7553024486872,150.453901747692,26.9765964923396,NA,NA,NA,NA
22-C-1585899,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,62,2,43,16,1585899,2FACC X 3IIH6,2022-05-11,,,NA,NA,NA,NA,NA,NA,83,212,31000,19.16,175.77,12.8,NA,16.544,NA,4.552,2.523,NA,17,513,28.467,146,21.7,NA,NA,NA,NA,NA,NA,,4.84,2022-10-07,Cob broke in pieces during shelling;Check,154.517717817315,30.1277799527775,93.5630416491833,222.712632975134,13.8792230388792,NA,NA,4.53381526582713,2.52619129068462,21.3276322995133,16.6043910357316,521.038729048837,NA,NA,NA,NA,NA,178.879660875003,NA,NA,NA,16.2081333775534,155.976373583661,30.0844569613927,NA,NA,NA,NA
22-C-1585900,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,62,2,43,19,1585900,PHT69 X 3IIH6,2022-05-11,,,NA,NA,NA,NA,NA,NA,115,232,31000,17.55,161.19,12.7,NA,14.804,NA,4.225,2.261,NA,14.5,417,26.206,109.4,13.702,NA,NA,NA,NA,NA,NA,,0,2022-10-07,Check,115.782454309687,27.7348720076751,109.197478654597,232.371229766107,13.8073236499161,NA,NA,4.36812047373481,2.39352186999543,17.3537033361797,15.7846988855537,475.062514951976,NA,NA,NA,NA,NA,170.870234927155,NA,NA,NA,14.9726536107915,137.104533308329,28.8708766133376,NA,NA,NA,NA
22-C-1585901,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,54,2,46,14,1585901,PHK56 X LH82,2022-05-11,,,NA,NA,NA,NA,NA,NA,90,204,27000,17.19,154.08,14.8,NA,15.256,NA,4.601,2.467,NA,18.5,637,25.937,165.1,21.533,NA,NA,NA,NA,NA,NA,,1.85,2022-10-07,Check,174.732021997526,27.4501784042994,97.634587325078,214.04220653965,14.8351733012573,NA,NA,4.52968606109431,2.49341430304221,21.3111374967953,15.994986640287,592.631305151774,NA,NA,NA,NA,NA,157.315308043754,NA,NA,NA,16.8771371714568,166.781908104996,28.64537727488,NA,NA,NA,NA
22-C-1585902,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,69,2,45,5,1585902,PHK76 X W606S,2022-05-11,,,NA,NA,NA,NA,NA,NA,99,237,34500,17.02,154.35,13.8,NA,18.067,NA,4.19,2.732,NA,14,483,21.837,105.4,20.267,NA,NA,NA,NA,NA,NA,,0,2022-10-07,Check,111.549092177706,23.1109822190186,102.729998385793,231.68360234877,14.3442001880535,NA,NA,4.36979426036505,2.65842352271453,20.4508051282116,17.3019719634277,512.630873819393,NA,NA,NA,NA,NA,166.234561740307,NA,NA,NA,14.7310653683147,132.899398269662,25.4753956728385,NA,NA,NA,NA
22-C-1585903,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,62,2,45,19,1585903,B73 X MO17,2022-05-11,,,NA,NA,NA,NA,NA,NA,117,242,31000,23.44,207.88,15.7,NA,18.337,NA,4.352,2.381,NA,14.5,501,31.876,159.7,22.774,NA,NA,NA,NA,NA,NA,,1.61,2022-10-07,Check,169.016983119351,33.7356628297585,110.658091089065,235.825831987295,15.2711118740866,NA,NA,4.3954444537243,2.44262531232289,21.9561446543312,17.5545779186067,513.156115635,NA,NA,NA,NA,NA,194.871482336697,NA,NA,NA,14.8353713441372,162.594190440273,31.7845241431211,NA,NA,NA,NA
22-C-1585904,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,60,2,45,6,1585904,LH82 X PHJ89,2022-05-11,,,NA,NA,NA,NA,NA,NA,98,221,30000,20.16,182.19,14.1,NA,16.996,NA,4.589,2.437,NA,16,626,26.285,164.6,17.367,NA,NA,NA,NA,NA,NA,,0,2022-10-07,Check,174.202851731028,27.8184809097817,102.153529945905,223.785603473547,14.4971922154856,NA,NA,4.56534125945368,2.50748172937111,19.0273870871131,16.7748733679179,583.525539913252,NA,NA,NA,NA,NA,180.461485962145,NA,NA,NA,15.7206420000943,164.635869338413,27.9940157316614,NA,NA,NA,NA
22-C-1585905,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,64,2,46,5,1585905,LH82 X PHB47,2022-05-11,,,NA,NA,NA,NA,NA,NA,107,223,32000,16.52,149.47,14,NA,16.434,NA,4.277,2.559,NA,16.5,614,21.266,130.5,17.667,NA,NA,NA,NA,NA,NA,,0,2022-10-07,Check,138.113439555888,22.5066697746783,106.625538404827,222.32528458331,14.5039047121554,NA,NA,4.41776214500067,2.58154599899037,19.1776498441232,16.5459583526089,592.821452257798,NA,NA,NA,NA,NA,157.152355509404,NA,NA,NA,16.0419252828983,147.16281696541,24.8912650125814,NA,NA,NA,NA
22-C-1585906,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,62,2,42,12,1585906,PHB47 X 3IIH6,2022-05-11,,,NA,NA,NA,NA,NA,NA,107,230,31000,19.04,174.67,12.8,NA,17.223,NA,4.287,2.475,NA,15,499,23.845,119.1,18.6,NA,NA,NA,NA,NA,NA,,3.23,2022-10-07,Check,126.048357479742,25.2361300092732,105.959917562547,233.276474666312,13.8521708697397,NA,NA,4.41104818190515,2.504625245414,19.6857831270234,16.846077799961,514.02410679893,NA,NA,NA,NA,NA,178.397404681092,NA,NA,NA,15.2095997723349,140.048640298936,27.5899884183442,NA,NA,NA,NA
22-C-1585907,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,57,2,42,4,1585907,PHP02 X PHJ89,2022-05-11,,,NA,NA,NA,NA,NA,NA,100,226,28500,19.38,175.95,13.7,NA,15.569,NA,4.606,2.417,NA,15.5,547,26.127,143,15.533,NA,NA,NA,NA,NA,NA,,1.75,2022-10-07,Check,151.342696218329,27.6512631055685,103.614794395919,231.074695305615,14.0129818929086,NA,NA,4.5635060893953,2.47186772352192,17.9820465400662,15.8514664556187,529.010456453126,NA,NA,NA,NA,NA,176.835442645563,NA,NA,NA,15.355224033428,149.486422694878,28.5443316858611,NA,NA,NA,NA
22-C-1585908,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,66,2,46,15,1585908,LH195 X PHM49,2022-05-11,,,NA,NA,NA,NA,NA,NA,89,202,33000,10.92,99.14,13.7,NA,16.161,NA,3.882,2.417,NA,14,447,21.7,97,15.967,NA,NA,NA,NA,NA,NA,,1.52,2022-10-07,Check,102.659031700545,22.9659895659982,97.0801127941527,213.17525318538,14.2775221528699,NA,NA,4.16462105796678,2.4646413931045,18.5420287645255,16.4517111328687,496.332386320449,NA,NA,NA,NA,NA,129.546937254941,NA,NA,NA,14.6088306237087,130.467787672564,26.4309412859632,NA,NA,NA,NA
22-C-1585909,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,60,2,43,6,1585909,2369 X PHN82,2022-05-11,,,NA,NA,NA,NA,NA,NA,100,222,30000,19.57,172.74,16.1,NA,17.61,NA,4.734,2.748,NA,16.5,610,29.765,181.7,27.7,NA,NA,NA,NA,NA,NA,,18.33,2022-10-07,Check,192.300474845248,31.5015059646054,103.281674984655,227.855415194557,15.3950555919578,NA,NA,4.63212700489594,2.64648781184277,24.1383883629035,16.9696954766327,562.792855797792,NA,NA,NA,NA,NA,178.009141081321,NA,NA,NA,15.9098120411784,171.702276302847,30.3175646333242,NA,NA,NA,NA
22-C-1585911,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,52,2,43,12,1585911,PHK56 X LH198,2022-05-11,,,NA,NA,NA,NA,NA,NA,101,227,26000,22.96,205.56,14.9,NA,14.968,NA,4.518,2.423,NA,15,532,30.013,159.6,21.033,NA,NA,NA,NA,NA,NA,,3.85,2022-10-07,Check,168.911149066052,31.7639744167883,103.050521925511,230.429016025854,14.9179565823968,NA,NA,4.51974060214249,2.47904716057503,20.9346135138997,15.749313166895,527.840376376216,NA,NA,NA,NA,NA,194.308247842946,NA,NA,NA,15.1887920288361,162.151457819517,30.8089633782237,NA,NA,NA,NA
22-C-1585912,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,58,2,46,19,1585912,LH198 X PHB47,2022-05-11,,,NA,NA,NA,NA,NA,NA,113,239,29000,17.62,158.86,14.3,NA,16.038,NA,4.259,2.258,NA,13,451,29.327,132.2,22.207,NA,NA,NA,NA,NA,NA,,6.9,2022-10-07,Check,139.91261846198,31.0379528111535,108.862427147993,232.330518668625,14.5735475343397,NA,NA,4.33085989602795,2.37553658073768,21.7066511865925,16.4071105566109,493.136720901371,NA,NA,NA,NA,NA,158.34572848752,NA,NA,NA,14.0356097783242,147.478062989322,30.3923998325309,NA,NA,NA,NA
22-C-1585913,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,57,2,44,3,1585913,2369 X PHZ51,2022-05-11,,,NA,NA,NA,NA,NA,NA,131,268,28500,17.96,161.36,14.6,NA,16.892,NA,4.282,2.532,NA,14.5,539,27.05,145.8,22.133,NA,NA,NA,NA,NA,NA,,7.02,2022-10-07,Check,154.306049710716,28.6281114175232,119.022645140592,249.305565168659,14.6562021837754,NA,NA,4.41601089411811,2.55318243613162,21.3067041819074,16.6289224326428,529.636941927081,NA,NA,NA,NA,NA,171.1859286912,NA,NA,NA,14.9422816135878,152.481099972013,28.2587852817146,NA,NA,NA,NA
22-C-1585914,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,69,2,46,4,1585914,LH74 X PHM49,2022-05-11,,,NA,NA,NA,NA,NA,NA,108,211,34500,19.89,177.03,15.4,NA,17.287,NA,4.421,2.334,NA,14.5,540,30.729,165.8,20.033,NA,NA,NA,NA,NA,NA,,2.9,2022-10-07,Check,175.472860370623,32.5217462384129,107.18006693565,216.134414355056,15.2104520107037,NA,NA,4.49532544570352,2.47369474026571,20.3316859557645,16.9682319301858,557.120344180108,NA,NA,NA,NA,NA,171.169871122208,NA,NA,NA,15.0602363027384,165.398547564689,29.6899711086267,NA,NA,NA,NA
22-C-1585915,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,63,2,44,14,1585915,LH198 X PHZ51,2022-05-11,,,NA,NA,NA,NA,NA,NA,125,266,31500,19.77,177,14.9,NA,17.323,NA,4.312,2.605,NA,15,509,28.802,146.6,26.767,NA,NA,NA,NA,NA,NA,,1.59,2022-10-07,Check,155.152722137113,30.4823240313309,114.932580906667,248.617445485901,14.9154840503539,NA,NA,4.40524509855915,2.56663441279814,23.8671806241036,16.9828526577959,516.063107832342,NA,NA,NA,NA,NA,176.915789674788,NA,NA,NA,15.1623432691658,156.221005361337,30.2083809095785,NA,NA,NA,NA
22-C-1585916,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,62,2,45,18,1585916,PHB47 X LH185,2022-05-11,,,NA,NA,NA,NA,NA,NA,86,227,31000,19.93,180.74,13.8,NA,17.221,NA,4.27,2.378,NA,13,500,27.9,139.5,18.474,NA,NA,NA,NA,NA,NA,,4.84,2022-10-07,Severe bend in ear. String used to measure ear length;Check,147.638504352846,29.5277008705692,95.2348172359164,228.226954057917,14.328694539754,NA,NA,4.35839860278673,2.44232111215786,19.7982767109615,16.9881791179081,513.261446146657,NA,NA,NA,NA,NA,181.42077885688,NA,NA,NA,14.0957463771752,152.169755431673,29.7137772391396,NA,NA,NA,NA
22-C-1585917,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,62,2,44,8,1585917,PHW52 X PHM49,2022-05-11,,,NA,NA,NA,NA,NA,NA,97,224,31000,21.49,185.62,17.9,NA,15.761,NA,4.452,2.225,NA,14.5,407,30.942,125.9,15.933,NA,NA,NA,NA,NA,NA,,0,2022-10-07,Check,133.24507310411,32.7471727719409,101.527019087767,227.354621029337,16.3967004096501,NA,NA,4.48929972700384,2.3888118180157,18.3308753349297,16.1263457670117,464.285175222399,NA,NA,NA,NA,NA,182.379831003081,NA,NA,NA,14.9286688113774,143.90660178795,30.9275792781418,NA,NA,NA,NA
22-C-1585918,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,60,2,43,9,1585918,4N506 X 3IIH6,2022-05-11,,,NA,NA,NA,NA,NA,NA,115,257,30000,16.42,149.43,13.5,NA,16.382,NA,4.63,2.597,NA,16.5,477,28.686,136.8,19.733,NA,NA,NA,NA,NA,NA,,11.67,2022-10-07,Check,144.780984913759,30.3595565295035,110.416130157004,245.443055404076,14.1717043860858,NA,NA,4.57793398167142,2.56843833256881,20.2233014918715,16.4060045946109,498.316614953013,NA,NA,NA,NA,NA,166.35884463218,NA,NA,NA,15.9242987343174,149.067392789725,29.9581754262081,NA,NA,NA,NA
22-C-1585919,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,70,2,45,10,1585919,PHP02 X PHG47,2022-05-11,,,NA,NA,NA,NA,NA,NA,110,210,35000,18.87,172.12,13.3,NA,17.181,NA,4.287,2.346,NA,15.5,543,24.748,134.5,16.4,NA,NA,NA,NA,NA,NA,,0,2022-10-07,Check,142.346801687869,26.191811510568,107.847624182194,218.727885907308,14.1049934651926,NA,NA,4.39852862045697,2.44799915426077,18.6410289741271,16.9009780587071,539.604178396209,NA,NA,NA,NA,NA,176.539427960324,NA,NA,NA,15.4289564587922,149.961321339262,27.7458983537975,NA,NA,NA,NA
22-C-1585920,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,59,2,46,6,1585920,LH195 X 3IIH6,2022-05-11,,,NA,NA,NA,NA,NA,NA,119,244,29500,16.49,149.37,13.9,NA,17.923,NA,4.579,2.619,NA,16.5,639,24.215,154.7,21.4,NA,NA,NA,NA,NA,NA,,5.08,2022-10-07,Check,163.725280454375,25.6277160064815,112.571001553419,233.005515563392,14.447669282823,NA,NA,4.56319879876751,2.60690062743602,21.0725993172687,17.2946846642378,604.022558694089,NA,NA,NA,NA,NA,156.872652937004,NA,NA,NA,16.0236139951746,160.389572468392,26.6572970627047,NA,NA,NA,NA
22-C-1585921,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,63,2,44,11,1585921,PHK76 X LH145,2022-05-11,,,NA,NA,NA,NA,NA,NA,105,214,31500,15.87,143.42,14.1,NA,17.582,NA,3.981,2.485,NA,14.5,517,24.014,124.2,23.267,NA,NA,NA,NA,NA,NA,,0,2022-10-07,Check,131.445894198018,25.4149895593494,105.229798090633,222.476236224187,14.5214698278872,NA,NA,4.24677255240328,2.51240191099882,22.0639954081994,17.0746003370359,519.674140785108,NA,NA,NA,NA,NA,160.677364827718,NA,NA,NA,14.9205064842206,143.883220698816,27.5261451251737,NA,NA,NA,NA
22-C-1585922,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,59,2,45,13,1585922,PHP02 X PHK76,2022-05-11,,,NA,NA,NA,NA,NA,NA,106,223,29500,17.3,156.16,14.2,NA,15.512,NA,4.397,2.457,NA,13.5,466,30.072,140.1,18.433,NA,NA,NA,NA,NA,NA,,5.08,2022-10-07,Check,148.273508672643,31.826416508235,105.618032780071,225.606157672848,14.5540768965039,NA,NA,4.4416681390535,2.49351439102211,19.7150749875132,16.0916801364548,499.288139945726,NA,NA,NA,NA,NA,169.093151197512,NA,NA,NA,14.3977141660743,153.208139349007,30.813520494983,NA,NA,NA,NA
22-C-1585923,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,71,2,45,12,1585923,B14A X MO17,2022-05-11,,,NA,NA,NA,NA,NA,NA,121,243,35500,23.35,205.37,16.4,NA,16.228,NA,4.479,2.543,NA,14.5,512,27.142,139,21.167,NA,NA,NA,NA,NA,NA,,5.63,2022-10-07,Check,147.109334086348,28.7254787465587,113.19458747739,235.476642690818,15.6554637771991,NA,NA,4.48662173560607,2.5396989671611,21.0645960765727,16.4412796091827,522.893485777547,NA,NA,NA,NA,NA,193.560626675985,NA,NA,NA,14.9081246320441,152.602581472222,29.1995829314669,NA,NA,NA,NA
22-C-1585924,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,66,2,46,18,1585924,PHK76 X 3IIH6,2022-05-11,,,NA,NA,NA,NA,NA,NA,119,221,33000,16.12,147.03,13.3,NA,17.467,NA,4.235,2.279,NA,15,497,29.168,145,20.979,NA,NA,NA,NA,NA,NA,,4.55,2022-10-07,Check,153.45937728432,30.8696766664072,111.916832172549,223.15516819844,14.0703165691269,NA,NA,4.32442533851173,2.38753175601633,21.0832020239431,17.1173854303081,517.435634256885,NA,NA,NA,NA,NA,152.670748372021,NA,NA,NA,15.0539139875687,154.716723465386,30.35105880694,NA,NA,NA,NA
22-C-1585925,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,66,2,45,11,1585925,HOEGEMEYER 7089 AMXT,2022-05-11,,,NA,NA,NA,NA,NA,NA,97,230,33000,24.83,224.91,13.9,NA,17.683,NA,4.74,2.438,NA,16,573,34.078,195.3,23.9,NA,NA,NA,NA,NA,NA,,0,2022-10-07,Check,206.693906093984,36.0661286834142,101.27111665648,228.85007241243,14.4056785007932,NA,NA,4.6210752285238,2.49054536063249,22.4118946366076,17.1603789133967,553.998832313651,NA,NA,NA,NA,NA,203.151263031593,NA,NA,NA,15.6685390444304,182.300444794916,32.7861915004739,NA,NA,NA,NA
22-C-1585926,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,58,2,46,17,1585926,PHP02 X PHB47,2022-05-11,,,NA,NA,NA,NA,NA,NA,95,224,29000,16.74,151.99,13.7,NA,16.534,NA,4.491,2.459,NA,16,517,26.215,135.5,17.34,NA,NA,NA,NA,NA,NA,,8.62,2022-10-07,Check,143.405142220865,27.7443970724721,99.9712426302134,224.484702936491,14.2696609944052,NA,NA,4.45799068257856,2.47964572363406,19.2530272550238,16.6466604919121,528.734549943815,NA,NA,NA,NA,NA,155.408349234284,NA,NA,NA,15.5722189404425,150.118079428199,28.8160514650758,NA,NA,NA,NA
22-C-1585927,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,57,2,42,14,1585927,LH195 X PHZ51,2022-05-11,,,NA,NA,NA,NA,NA,NA,97,237,28500,19.86,173.42,17,NA,18.056,NA,4.258,2.471,NA,15,530,26.866,142.3,23.7,NA,NA,NA,NA,NA,NA,,1.75,2022-10-07,Check,150.601857845233,28.433376759452,100.670960793317,236.592959757854,16.0173771332832,NA,NA,4.39830887796646,2.50336280472794,22.2689932251145,17.3044785373461,531.777517971276,NA,NA,NA,NA,NA,178.372034423317,NA,NA,NA,15.2356825031656,153.18440232535,29.2298858475406,NA,NA,NA,NA
22-C-1585929,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,67,2,44,16,1585929,LH185 X LH82,2022-05-11,,,NA,NA,NA,NA,NA,NA,85,192,33500,19.56,175.74,14.6,NA,15.461,NA,4.654,2.669,NA,17.5,476,29.738,141.7,18.4,NA,NA,NA,NA,NA,NA,,2.99,2022-10-07,x - seed spilled during shelling;Check,149.966853525436,31.4729307702146,94.734400053103,211.688319195585,14.7467189452441,NA,NA,4.57155989244099,2.59543112998331,19.7098768666711,16.0770189937378,499.822413632634,NA,NA,NA,NA,NA,175.948940142466,NA,NA,NA,16.4068966048938,153.731023024967,30.735460273529,NA,NA,NA,NA
22-C-1585930,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,62,2,42,11,1585930,B84 X 3IIH6,2022-05-11,,,NA,NA,NA,NA,NA,NA,128,251,31000,20.35,186.47,12.9,NA,17.726,NA,4.649,2.615,NA,16.5,566,27.886,157.8,25.3,NA,NA,NA,NA,NA,NA,,11.29,2022-10-07,Check,167.00613610666,29.5128841031072,116.604337758575,243.812689896899,13.8665072941396,NA,NA,4.5911678395756,2.57419724019612,23.0168663804275,17.0766269206772,546.397399151516,NA,NA,NA,NA,NA,183.994682195663,NA,NA,NA,15.9465565174488,160.091963277113,29.7060946316674,NA,NA,NA,NA
22-C-1585931,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,67,2,44,19,1585931,B73 X 3IIH6,2022-05-11,,,NA,NA,NA,NA,NA,NA,121,240,33500,18.6,170.44,12.9,NA,18.079,NA,4.967,2.676,NA,18.5,696,28.143,196,27,NA,NA,NA,NA,NA,NA,,22.39,2022-10-07,Check,207.434744467081,29.784877620087,112.437061531504,235.74822875088,13.8586984151776,NA,NA,4.72103159512102,2.59563526523256,24.0356550110119,17.423766122999,610.211357436168,NA,NA,NA,NA,NA,172.805273368488,NA,NA,NA,16.8987088184652,182.366831435472,29.8524434977364,NA,NA,NA,NA
22-C-1585932,Crawfordsville,Crawfordsville B,0,Medium,150,LC_4353,17.5,72,2,44,7,1585932,PHP02 X LH198,2022-05-11,,,NA,NA,NA,NA,NA,NA,103,215,36000,19.73,176.02,15.2,NA,14.234,NA,4.663,2.583,NA,14,393,33.686,132.5,21.4,NA,NA,NA,NA,NA,NA,,0,2022-10-07,Check,140.230120621879,35.65125919448,104.626114844718,222.830313111054,15.0319210381963,NA,NA,4.59714203697159,2.56999318004342,21.0404629231598,15.3502608703308,457.155523726724,NA,NA,NA,NA,NA,177.779222009058,NA,NA,NA,14.6813900509873,147.039867023487,32.2697403462841,NA,NA,NA,NA
5101$ROW15$RANGE2$PHW52 X PHM49,Lincoln,Lincoln,0,Low,75,,17.5,NA,1,15,2,5101,PHW52 X PHM49,2022-05-22,2022-07-24,2022-07-24,63,63,0,1451.51,1451.51,0,81,180,NA,8.66,77.44,15,61.4,15.6,13.5,3.9,2.5,30.5,13.5,316,28,87.1,13.2,4.39,69.2,10.14,3.76,1.31,1.05,orange,NA,2022-10-10 09:56:41,,91.0992573998536,29.2856395774501,80.4880361976081,179.81947271085,14.8212048135801,61.5757228738376,14.1898140294589,3.95909392822138,2.55823961274538,16.4760095522979,15.9147588483872,353.319395252973,68.1184865746778,10.14,3.7980776817007,1.40841204656653,1.10350278232888,66.4680125135166,1411.80613702611,1456.16540298621,31.8968427710376,14.190759281191,97.7074272105697,27.9058178922749,29.7279530026257,61.5682650609239,63.2765273969382,1.17074402739927
