genotype,combineTestWeight.sp.b,combineTestWeight.sp.mu,combineTestWeight.sp.FWB,combineTestWeight.sp.FWW,locationYear,blockSet,combineMoisture.sp.b,combineMoisture.sp.mu,combineMoisture.sp.FWB,combineMoisture.sp.FWW,flagLeafHeight.sp.b,flagLeafHeight.sp.mu,flagLeafHeight.sp.FWB,flagLeafHeight.sp.FWW,earHeight.sp.b,earHeight.sp.mu,earHeight.sp.FWB,earHeight.sp.FWW,yieldPerAcre.sp.b,yieldPerAcre.sp.mu,yieldPerAcre.sp.FWB,yieldPerAcre.sp.FWW,GDDToAnthesis.sp.b,GDDToAnthesis.sp.mu,GDDToAnthesis.sp.FWB,GDDToAnthesis.sp.FWW,{genotype},GDDToSilk.sp.b,GDDToSilk.sp.mu,GDDToSilk.sp.FWB,GDDToSilk.sp.FWW,anthesisSilkingIntervalGDD.sp.b,anthesisSilkingIntervalGDD.sp.mu,anthesisSilkingIntervalGDD.sp.FWB,anthesisSilkingIntervalGDD.sp.FWW,kernelRowNumber.sp.b,kernelRowNumber.sp.mu,kernelRowNumber.sp.FWB,kernelRowNumber.sp.FWW,earWidth.sp.b,earWidth.sp.mu,earWidth.sp.FWB,earWidth.sp.FWW,earLength.sp.b,earLength.sp.mu,earLength.sp.FWB,earLength.sp.FWW,shelledCobWidth.sp.b,shelledCobWidth.sp.mu,shelledCobWidth.sp.FWB,shelledCobWidth.sp.FWW,shelledCobMass.sp.b,shelledCobMass.sp.mu,shelledCobMass.sp.FWB,shelledCobMass.sp.FWW,kernelMassPerEar.sp.b,kernelMassPerEar.sp.mu,kernelMassPerEar.sp.FWB,kernelMassPerEar.sp.FWW,kernelsPerEar.sp.b,kernelsPerEar.sp.mu,kernelsPerEar.sp.FWB,kernelsPerEar.sp.FWW,hundredKernelMass.sp.b,hundredKernelMass.sp.mu,hundredKernelMass.sp.FWB,hundredKernelMass.sp.FWW,earFillLength.sp.b,earFillLength.sp.mu,earFillLength.sp.FWB,earFillLength.sp.FWW,kernelsPerRow.sp.b,kernelsPerRow.sp.mu,kernelsPerRow.sp.FWB,kernelsPerRow.sp.FWW
PHN46 X PHB47,1.0039094087788,59.2086505445756,59.2188182842346,59.1908584492737,2022:North Platte,1,1.00568762370057,14.155187869945,14.1717933485772,14.1542890339092,1.11524522197308,286.084857011723,289.85322462973,281.366801638682,1.09582760985857,126.449210264936,130.299826529417,122.523255586439,1.00543351469987,184.658113214968,192.691988881815,174.073869241751,1.0314365686579,2680.20828936224,2718.72729908481,2620.34147679571,NA,0.966096410610907,2615.59514189498,2752.71126208029,2522.16803715449,0.981006793464917,-57.0758460291295,135.756933544506,-165.800898058637,0.991030545528932,14.987461904802,15.0568301678521,14.8697452173843,1.00735065112195,4.10234158189042,4.14393168563219,4.01768394869401,1.0843856571182,16.79005073451,17.1639750506179,16.3114307698849,0.969176682735488,2.63287910939024,2.64384007311538,2.6221373470771,0.996269680039753,20.0202484815652,21.3112047153503,18.3692051122085,0.947581698736597,138.115283799701,147.881641833527,125.2708168185,0.988216928001722,470.158916308694,494.30773284781,449.842608613894,1.00876175606074,29.2052895918032,30.1799269041867,27.7034799183695,1.05554908564987,14.9579604905354,15.4526623069133,14.2649578306624,0.876483622812453,34.1115868095415,35.3519924736415,32.8341425553981
PHN46 X PHK56,0.99996713425827,59.0743891576326,59.0845169693652,59.0566669305114,2022:North Platte,1,1.00251215276729,14.200308846898,14.2168618935289,14.199412848948,1.15807709555909,275.183351125664,279.096445878349,270.284095109636,1.01495267007073,116.986262363276,120.552693090055,113.35005339421,0.982036013439749,179.639338373501,187.486257256742,169.301400951718,1.0261820258783,2708.46839562051,2746.7911743866,2648.9065680984,NA,1.03416002264056,2610.14662001206,2756.92287173786,2510.13737073582,1.05483567522155,-70.6098356472968,136.735206814613,-187.517347842976,0.978930540956274,15.5441950603493,15.6127163703928,15.427915636861,0.954254743705128,4.19876199593121,4.23815994910925,4.11856653670502,0.973046356755388,16.3092331207969,16.6447647567076,15.8797554623718,0.94306550728305,2.63128805581074,2.64195371357976,2.62083569381586,0.958597734050034,19.9985847249297,21.2407260298973,18.409972259457,0.982833361224547,137.130786285559,147.260469568917,123.8084831289,1.01324695053474,488.189820792694,512.95028990018,467.35893211372,0.965537340173066,28.0480434551727,28.9809185493941,26.6105847997257,1.0241070739073,14.5086480010266,14.9886139604642,13.8362880550413,1.05629903430777,33.816696087891,35.311577761703,32.2771771546064
PHN46 X W606S,0.984814422618902,59.0436144563071,59.0535887991851,59.0261607778091,2022:North Platte,1,0.987617042306451,14.2766061922886,14.2929132973044,14.2757235068838,0.704275415791528,277.566930009496,279.94664759872,274.587486256581,0.854807635410203,123.802596084674,126.806294982475,120.740128954568,1.06153112496328,180.254100106565,188.736221450003,169.079314059047,1.02363973686505,2706.07661867366,2744.30445562927,2646.66235111255,NA,0.977189006184169,2633.33783971392,2772.02830967538,2538.83801689158,1.0126664801002,-61.441231170971,137.614772762558,-173.675128500623,0.986313820871495,15.8498281553248,15.9188662660922,15.7326717303578,0.959232187756526,4.17051248695308,4.21011594197324,4.08989872389963,0.926345919499935,16.4064387980534,16.7258669112477,15.9975735126161,0.966697642752586,2.68276211767069,2.69369504453959,2.67204783152236,0.938961056066419,19.9159579569055,21.1326542519911,18.3598878919801,0.981158878890951,135.128110823922,145.240535865576,121.828505270091,0.908400307955456,485.016231932829,507.214589155115,466.340838258089,1.00876215884484,28.0217473926335,28.9963850941757,26.5199371195487,0.956283947812239,14.543311024484,14.9914904719272,13.9154791894351,0.90205143257619,33.4292128407862,34.705802245488,32.1145043973031
PHP02 X LH145,1.00343247785312,59.456614176776,59.4667770860096,59.43883053403,2022:North Platte,1,1.00755992445095,13.7376181007574,13.754254494009,13.7367175913478,0.990677242490565,274.314447283926,277.661904835812,270.123377916588,1.00004023887944,117.366762971564,120.880793074768,113.783979859337,0.981665392459558,167.770214567796,175.614172019146,157.436178689793,1.06458010334542,2578.14939168835,2617.90614706942,2516.35885657869,NA,1.01420118069918,2506.11273256711,2650.05626600482,2408.03361862319,1.06671834443666,-63.5697816524691,146.110991967234,-181.794250914367,1.02852400494063,15.1430113271106,15.2150039857122,15.0208410879213,1.10060264936603,3.99086328977094,4.03630345334717,3.89836876933632,1.0166845500568,16.8703427453971,17.2209219628387,16.4216043097779,0.977298072381082,2.61182554279554,2.62287835587993,2.60099376796067,1.08005096492765,20.0870071363444,21.4865263166565,18.2971192978025,1.04177089657601,134.791450779326,145.528580441862,120.670249514161,1.06548275261837,463.53060211257,489.567544801461,441.625821054559,1.04127008744169,26.8466568049457,27.8527027552329,25.2964498501501,1.04861296383899,15.2826540345435,15.7741051143095,14.5942051665591,1.06708103738525,33.1723965758455,34.6825370147269,31.6171632498204
PHP02 X LH185,1.00939543514587,58.9248953668692,58.9351186697965,58.9070060437665,2022:North Platte,1,1.00865490092118,14.5263263314916,14.5429808045206,14.5254248434438,1.02061348279137,274.284901881801,277.733512755244,269.967186969055,1.11526636083176,122.20572828735,126.124650159378,118.21013158246,0.899805976937235,187.162302112111,194.35216522818,177.690003994711,0.971882066260858,2614.71776511496,2651.01271130656,2558.30762486434,NA,1.09032438116171,2561.8176914471,2716.56523759914,2456.37702419993,0.986822121022622,-45.4020147435658,148.573861681746,-154.771579935971,1.00090549639705,15.2678979199093,15.337957390907,15.1490082651094,0.999453640934083,4.27205308072185,4.31331714360327,4.18805911135599,1.18558747691175,17.466237085719,17.8750584156399,16.9429492383238,1.0457196105261,2.6513612502961,2.66318788100424,2.63977113292891,1.18828786415453,20.860423175597,22.4001946415924,18.8911624038338,0.941557755827804,143.960547167328,153.664818751721,131.197734713534,1.08763644734698,484.696433752952,511.274740887751,462.336204841408,0.937501636105586,29.17558550237,30.0813732857384,27.7798654351646,1.171169623272,16.0410626472819,16.5899520810335,15.2721513051911,0.970528164210028,36.0849150706809,37.4584132179615,34.6704041835566
PHP02 X LH198,0.989014391006504,59.1135958793528,59.123612760118,59.0960677656147,2022:North Platte,1,0.988299017322741,14.3107535256076,14.3270718910997,14.3098702306859,0.831042097115519,282.691263877732,285.499320855937,279.17553249035,0.997371401484859,127.327174168886,130.831826274504,123.753952537461,0.926272497269441,182.103795678027,189.505138449961,172.352883306953,1.05226887964966,2660.01831129734,2699.3153038974,2598.94234627745,NA,1.09923801431736,2579.84408220996,2735.85672238536,2473.54141513616,1.05717451808451,-46.3991809149901,161.405599005675,-163.565907229937,1.00711315798074,15.5122294154448,15.5827233984801,15.3926024015782,0.949865925617627,4.1571494429897,4.19636619670223,4.07732281953227,0.876850499889339,15.6404774127975,15.9428382208252,15.2534581337396,1.10129701461123,2.64577793949345,2.6582331262956,2.63357183612979,0.932169288946646,20.2135037128834,21.4213993044272,18.6686891366013,0.954475567200115,131.787405395031,141.624815864486,118.849492048234,0.974020609229531,450.057551004651,473.859455557292,430.033099047327,1.02714012691561,28.254048715385,29.246442694165,26.7248779579629,0.891089035025505,14.0314047466667,14.4490294409367,13.4463755141549,0.976126559883288,31.9544947581926,33.3359157936165,30.5318244049937
PHP02 X LH82,0.990674958689372,59.3104880977997,59.3205217970345,59.2929305541368,2022:North Platte,1,0.993333773545937,13.8680331872397,13.8844346844467,13.867145392491,1.00407298143737,269.755953249449,273.148674450863,265.508213082838,1.05298634582988,120.289570477487,123.98964730805,116.517100580202,0.972730099707691,169.863239880521,177.635800238015,159.623266232466,1.01774486594886,2593.52487359959,2631.5325665376,2534.45275711492,NA,0.992017215419275,2526.36845852342,2667.1634663936,2430.4346621948,0.998617898673083,-60.6083930081326,135.686134630121,-171.285285068525,0.964593152253306,16.2807868920189,16.3483046409155,16.1662104936412,0.974759420061439,4.06702989476068,4.10727441672379,3.985111224885,0.938511554791802,16.732268616188,17.0558917561486,16.3180337319417,1.07634876315068,2.63210260904166,2.6442756420486,2.62017301685712,0.965231923030848,19.4442578621478,20.6949956824892,17.8446510505184,1.00955190552523,132.611204894118,143.016265878555,118.926731952507,0.977055822224232,486.824864572122,510.700939885949,466.738013034937,1.12450346492115,27.9093633552122,28.995827060078,26.2352414217805,0.950617589940506,14.6334435135103,15.0789673217516,14.0093318285997,1.0048783594381,32.4162564979557,33.8383672782792,30.9516814015516
PHP02 X PHB47,1.00811478529333,59.3633306559424,59.3735409882628,59.3454640295532,2022:North Platte,1,1.00767433221202,13.9189284987529,13.9355667810559,13.9180278870911,1.09227460744996,276.931228620313,280.621979479038,272.310350647487,0.96533662977183,118.910498760555,122.302584243579,115.452046150051,1.03093616773009,175.425273591773,183.662927171953,164.572562039458,0.992086906943576,2589.54687625645,2626.59637244013,2531.96400328833,NA,1.0454918794867,2534.38678267046,2682.77134204358,2433.2816773649,1.01271317142261,-58.6800495977913,140.385132271652,-170.919121729995,1.0340747017554,14.9789603790285,15.0513415647028,14.856130816426,0.991616151026925,4.04393694773448,4.08487742714678,3.96060164012161,0.916297027141668,16.4584818283203,16.7744448226448,16.0540518657531,1.07261486212029,2.63405102359008,2.64618182781203,2.62216281568364,0.948427296406326,19.6718389823956,20.9008015365294,18.1000812240082,0.98755990224368,132.174500489018,142.352898402381,118.788129083535,0.994646304620003,450.975259031825,475.281188682461,430.526772672643,1.01618568232626,27.9987701364106,28.9805802381066,26.4859079778747,1.00525003919623,14.7494760799273,15.2206043553104,14.0894963968684,0.995873647910406,32.4173185062323,33.8266857567375,30.965867462237
PHP02 X PHG47,0.979284743622884,59.5128006385368,59.5227189760263,59.4954449614867,2022:North Platte,1,0.984134635405326,13.6742034042929,13.6904530093137,13.6733238312988,0.998366742649111,274.828454203289,278.201894259134,270.604854333399,1.14098469273461,117.79999973006,121.809292958157,113.712263527544,1.08364127047214,173.844368981585,182.503160544781,162.436828434712,0.98459900182822,2554.72703257379,2591.49689286059,2497.57877383758,NA,1.00182369699714,2496.08179645306,2638.26861852715,2399.19965669677,0.94879333185661,-58.7560842699369,127.744617500569,-163.910916080027,1.00846970041738,16.3329958493406,16.4035847850422,16.2132077025173,1.0730103869015,3.99737241701779,4.04167338933317,3.90719674715639,0.97501179633321,16.7988959992179,17.1351053697013,16.3685508462671,0.966932366495558,2.61901217588085,2.62994775737246,2.60829528819794,0.940850420162817,19.0340926463394,20.2532371604233,17.4748914793378,0.968025273462049,130.245006316124,140.222068366845,117.123426743061,0.965029729784812,479.923344152299,503.505540772315,460.083731644766,1.02337336058134,26.2606906990716,27.2494453338793,24.7371277733148,1.00167831048072,15.0404141734292,15.5098684947468,14.3827794476383,0.884388209803577,33.6509981195631,34.9025904096547,32.3620332060824
PHP02 X PHJ89,0.985497108145775,59.497863088859,59.5078443460747,59.4803973112554,2022:North Platte,1,0.982574145631718,13.7012134185272,13.7174372574165,13.7003352402251,0.881660327443457,273.852159116265,276.831253007509,270.12228683066,0.995354908762302,121.038549403333,124.536115777943,117.47255213728,0.947774605591413,173.352729271048,180.925883766291,163.375463235518,1.02751554885357,2564.70243524401,2603.07501443991,2505.06320715996,NA,0.980712388610617,2496.41612103459,2635.6066575763,2401.5755667745,0.957419371052904,-50.1787317544684,138.017557779561,-156.28958809637,1.01148111117609,15.4730907285079,15.5438904511873,15.3529448799966,1.01403019097506,4.09152092150928,4.13338680087608,4.00630194054963,1.0071307950485,17.0945781665925,17.441863001372,16.6500565129402,1.00010419700778,2.63677820735836,2.64808894772185,2.62569366336964,0.972108352679326,19.8496088179421,21.1092570466786,18.2386062127805,1.02393866500676,136.704593469326,147.257933218782,122.825108047658,1.00519877181583,484.441936154044,509.00573387709,463.77650636431,1.07985363484464,27.756835287434,28.8001595789322,26.1491864794189,0.958756235648711,15.494365335056,15.9437034640802,14.8649103618036,0.962913944868131,33.8804370036857,35.2431594552733,32.477023575196
PHP02 X PHK56,0.98014875316554,59.271266359219,59.2811934475221,59.2538953694923,2022:North Platte,1,0.985383895881658,14.0170069130591,14.033277145328,14.016126223535,0.940862260256983,282.434705886097,285.613840667131,278.454379268384,0.995751169615062,124.115480277445,127.614439068592,120.548063351827,1.01462086713633,188.238877225658,196.346164059035,177.55791757882,0.999770194276103,2614.51860066835,2651.85502929989,2556.48977306123,NA,0.977657066413552,2560.78258836065,2699.53948916893,2466.23750140981,0.993718103457288,-57.8622376055964,137.46915589628,-167.996085017042,1.0014980805729,15.9930331930437,16.0631341426166,15.8740731498522,1.01076381574253,4.11153272800225,4.1532637497754,4.02658825284255,0.948160852818628,16.6100547622779,16.9370052306128,16.1915609258314,0.991495029847358,2.64883047137233,2.66004384582655,2.63784134613335,0.837966727301594,20.1258367895075,21.2116656488896,18.7371370864335,0.957816537472012,132.488652386162,142.360496943885,119.505452197713,0.933525705655516,469.937431553042,492.749772003441,450.745496118932,0.963387161417887,27.8798466541745,28.8106443059965,26.4455891106202,0.980091418462412,15.2603883341275,15.7197255753049,14.6169261122879,0.899238874309951,32.978210539092,34.2508195919501,31.6676013010054
PHP02 X PHK76,0.986093293975128,59.5056147525079,59.5156020479799,59.4881384088163,2022:North Platte,1,0.989219606257127,13.6777097428028,13.6940433086608,13.6768256251023,1.03241770994767,276.003567975481,279.49206484574,271.635915169022,1.04215966604877,122.925739879598,126.58777296233,119.192058067006,1.02006008171094,172.43753093814,180.58827959468,161.699312434065,0.99517997103738,2586.1599452206,2623.32495191604,2528.3975441128,NA,0.903359287386727,2589.48666234958,2717.69862883593,2502.12659990239,0.991955371357009,-57.8282700134267,137.156629934272,-167.766753702018,1.02921760869552,15.4773915343725,15.5494327425249,15.355138907474,0.968264227915667,4.13520890002715,4.175185257459,4.05383608535453,0.969183285737799,17.0555258531546,17.3897254019256,16.627753255011,1.03194650323263,2.64036894694489,2.65203980984296,2.62893148228539,0.961095035974078,20.5404108148635,21.7857880985536,18.9476597573352,0.97511040790499,129.344237172714,139.394322963531,116.126618624298,0.971711510283792,462.810433944016,486.555911607751,442.833453714154,0.964019525731586,27.9596024467711,28.8910110712547,26.5244034610598,0.974236184217588,15.4806389109663,15.9372319926768,14.8410208428103,0.917248305338565,33.2235692821173,34.5216654058957,31.8867119275924
PHP02 X PHN46,1.0518155322262,59.0266761191481,59.0373290589526,59.0080349927419,2022:North Platte,1,1.0417034877286,14.3532167357033,14.3704168926894,14.3522857103916,0.804653070209624,274.545758721902,277.264648266341,271.141666360385,0.933009021964667,114.601654331576,117.880144198562,111.25901986799,1.00389193692423,175.003456786725,183.025014538962,164.435441072307,0.989217464027001,2592.36894109982,2629.31127790699,2534.95261681387,NA,1.0020783518322,2542.98229494277,2685.20525966534,2446.0755285926,0.965239611853342,-58.7744132364823,130.959071330781,-165.751987417215,1.04893181861836,15.0985713577693,15.1719924835295,14.973977035655,0.994922183363642,4.09670245437847,4.13777942869223,4.01308930818716,1.09681836807724,16.8131095365153,17.1913209740104,16.3290020927443,1.01489112049923,2.63126580372061,2.64274377771123,2.62001737050475,1.06003612109378,20.3901914237047,21.7637755706285,18.6334726917438,1.01108671547599,134.901080649663,145.321960326581,121.195803363939,0.985036228134863,476.246723715331,500.317814265977,455.995806599611,1.06513362908725,28.3564906936035,29.3855929284432,26.7707565219301,1.04893168488516,15.199675556602,15.691276010644,14.5110174377777,1.09156459137717,33.0361926632077,34.5809823964495,31.4452754127442
PHP02 X W606S,1.00413349059054,59.4688436688065,59.4790136779985,59.4510476021453,2022:North Platte,1,1.01110347491721,13.7265041996898,13.7431991025125,13.7256005232224,0.932596257056355,276.136274984906,279.287479281974,272.190917771272,0.96423355583037,127.04954863389,130.437758037847,123.595047939054,1.05673193584875,170.345238864696,178.789012482418,159.220974097522,0.978615772678821,2652.18058636117,2688.7270028912,2595.37960720464,NA,1.04753060307925,2588.33538611885,2737.00929743043,2487.03312446272,1.03979919640446,-67.0846659244052,137.304713004269,-182.325684113499,1.03766239689247,15.4140300797772,15.4866623900825,15.2907743632192,1.03663218048803,4.18188617175838,4.22468521088199,4.09476772219208,1.05650421745353,17.1651333191168,17.5294433912605,16.6988195055168,1.04244899565563,2.65372232958958,2.66551197107625,2.64216846171969,1.03769284221871,19.8533012061794,21.1979331570012,18.133610322376,1.01184837005728,132.166607550489,142.59533730656,118.451006039284,1.01810047182288,448.211715537295,473.09078896316,427.281045495444,0.990874021759271,29.1363370996635,30.0936917849257,27.6611580674573,1.04975799283444,14.9373108814179,15.4292985993484,14.2481102642726,1.06806369853277,31.9098386627938,33.4213697705041,30.3531731424824
PHT69 X 3IIH6,0.994565714562403,59.5494039877255,59.5594770930984,59.5317774889371,2022:North Platte,1,0.991951650704711,13.5399214542827,13.5563001304757,13.53903489481,0.847170207829413,279.993749833804,282.85630303307,276.409788322758,1.04531450902568,120.986410218747,124.659529068592,117.241425742822,1.02119121020852,180.44799607692,188.607782969783,169.697870132116,0.983391645687713,2525.38462925818,2562.10940081697,2468.30644808754,NA,0.926707081317076,2540.01382539477,2671.53949730788,2450.3958963775,0.980433401213068,-55.8395012329958,136.88056880341,-164.501004158836,0.959338910594139,15.8339474135839,15.9010973861095,15.719995125054,1.08314023409184,4.16284473258436,4.20756393205338,4.07181775152678,0.944972923308959,17.1536623212479,17.479513508756,16.7365755549697,0.959392445837643,2.60217362940391,2.61302393769581,2.59154030959568,0.918320338079379,19.6360251584604,20.8259754187232,18.1141614146286,1.03698301854127,133.680941410397,144.368724266034,119.624639817112,0.996131488125073,488.862783351273,513.205006069731,468.383763771886,1.04184586040905,28.1088895433795,29.115491789357,26.5578253976696,0.997970461561094,15.7913439384936,16.2590605105958,15.1361435373577,1.01353191204194,33.8282716976369,35.2626290452493,32.3510843506853
PHW52 X LH185,0.978556622180986,59.2845266556874,59.2944376186576,59.267183882995,2022:North Platte,1,0.9807332972787,14.0865480158335,14.1027414594317,14.0856714827945,1.2369389741006,272.818587359727,276.998153148142,267.585705426771,1.03338989335875,114.509625403623,118.140842481126,110.80736252026,0.961092871024865,180.676219513171,188.355793067482,170.558751496519,1.01884174467032,2705.74428529016,2743.79294117578,2646.60850358862,NA,1.03945904285361,2599.40147410388,2746.92980510915,2498.87977895678,1.03749997528551,-67.0592287229934,136.878201042663,-182.045424073499,0.98609207600605,14.9373790349478,15.0064016244417,14.8202489493011,0.960654041900707,4.19072751731823,4.23038967589042,4.10999426180556,0.969178883150652,16.9676453515831,17.3018433822278,16.5398746966283,0.973899613983726,2.6151225023204,2.62613688032904,2.6043283939224,0.948561444740403,19.6742179000633,20.9033542822596,18.102237827656,1.02638060757306,138.622812093218,149.201320000134,124.710226147654,1.00580266362912,470.068140568887,494.646695449189,449.390295638768,1.03316297096695,29.6136383320909,30.6118514138493,28.0755009723928,0.968734083899747,15.5564672651839,16.0104816899108,14.9204615066845,1.09550283941022,33.5043631198162,35.0547262888184,31.9077060104548
PHW52 X PHM49,1.02381195389818,58.4629495481985,58.4733188637124,58.444804723879,2022:North Platte,1,1.02087595946241,15.2604984518554,15.2773547137119,15.2595860412035,1.1397199734664,281.411268537559,285.262335331647,276.589672498741,0.904899420429726,120.113202232025,123.292918087584,116.871274321791,0.971062054791554,187.16630388376,194.925535796094,176.943889819798,1.02621058292483,2704.84840496259,2743.17225019189,2645.28491992764,NA,0.980023237233227,2643.03956820505,2782.13229487805,2548.26565886488,1.00410303188759,-59.4604987600619,137.912220681889,-170.745308521034,1.04039004011388,15.2617183110179,15.3345415456829,15.1381385992753,1.11480714301187,4.10602517463816,4.15205179374869,4.01233691018653,1.21734034167521,16.5516860452525,16.9714565869812,16.0143832992739,0.972471827009473,2.62059639852303,2.63159462888645,2.60981811484366,1.15642061729571,19.4156488424761,20.9141270504208,17.4991992800471,1.00314930682067,143.557931102882,153.897002979067,129.960245366811,1.08874348248896,462.660849609757,489.26620909287,440.277861660257,1.04041977666906,28.5865196099611,29.5917440138315,27.0375785684856,1.23263924201952,14.6555234244171,15.2332216861615,13.8462552577384,0.886971910203638,34.128048602097,35.3832973628027,32.8353180355629
PHW52 X PHN82,0.976120831257289,58.5971209833886,58.6070072763162,58.579821379755,2022:North Platte,1,0.976007616347865,15.1386547905499,15.1547702057506,15.137782481101,0.893475191632698,277.660429175746,280.6794450059,273.880573996359,0.913027348945275,117.703377874986,120.911654366777,114.432330531462,0.963190291377092,190.26039154751,197.956724453966,180.120843892177,0.988659544452662,2700.03631915513,2736.95782044981,2642.65237772975,NA,0.996029284342379,2622.5204819798,2763.88491472167,2526.19869540571,1.01805897288838,-68.1160714888526,131.999914271614,-180.947619174108,0.952836321680469,15.3211154777738,15.3878102945019,15.2079355803978,0.913086333926492,4.18078646091829,4.21848470959754,4.10405079012867,0.984099608496812,16.9179654235443,17.2573085075049,16.4836091438254,0.926281852098654,2.63244971258044,2.64292555456155,2.62218337036704,0.975277041137663,20.5190402440987,21.782794427478,18.9027864080972,1.0032515203162,142.294970742473,152.63509609362,128.695899502788,0.920683923527941,487.195597577702,509.69412652392,468.267670570954,0.981638077975396,29.2077069444583,30.1561381199098,27.7462780664729,1.0204913324178,15.1860628125624,15.6643341905667,14.5160767196775,1.06077754668465,33.712862129823,35.2140818252186,32.1668159212374
PHW52 X PHZ51,1.0246092192301,59.2367791406681,59.2471565310006,59.2186201865669,2022:North Platte,1,1.02123642355171,14.1906170843977,14.2074792980812,14.18970435158,1.13897218880344,283.599244677972,287.447784738519,278.780812149186,1.16869774513484,127.080187219007,131.186861029004,122.893165155515,1.10521557049833,178.190920578073,187.02210070946,166.556266401418,0.98733346685719,2710.47388461439,2747.34586352704,2653.16691160498,NA,1.03627875826407,2625.50651752769,2772.58347713854,2525.29237427519,0.991075570054601,-59.8423584755797,134.969602271549,-169.683333723845,0.989472812450003,15.4325292509374,15.501788478763,15.314997594323,1.05885824008058,4.08492140080394,4.1286380788085,3.99593507573838,1.11911440930429,16.8958656990688,17.2817653901968,16.4019173556204,0.99761915934898,2.65211849465865,2.66340113033481,2.64106149330931,1.21390161142326,20.5234761364676,22.0964376386245,18.5117676134181,1.0372356010209,139.425746950172,150.116133075724,125.36602160216,1.03557124536894,472.096645522842,497.402647989493,450.806801699436,1.01021248909293,28.8876767330485,29.8637157029938,27.3837072583651,1.09706032946193,15.0610783021576,15.5752350998274,14.3408221466705,0.999953166949002,33.7233168168708,35.1384574308371,32.2659200164233
PHZ51 X LH145,0.973715886471381,59.4309121070953,59.4407740423944,59.4136551258402,2022:North Platte,1,0.975703898460494,13.7990328154984,13.8151432158408,13.7981607774982,1.05636225610432,285.688701467828,289.258105972198,281.219751034242,0.98990583513123,125.240398686425,128.718817622732,121.693923483809,1.01947518074328,170.325818468341,178.471893497453,159.593757243142,0.940087789248055,2661.55287174303,2696.66046031848,2606.98814019756,NA,1.02851721946851,2589.83491006966,2735.81029009216,2490.37135246269,1.06954143381997,-85.4730768170132,124.762620760805,-204.010429274143,0.957555095467197,14.9832576767521,15.0502827891939,14.8695172735255,0.951280737724072,3.91562580169487,3.9549009682175,3.83568027759027,1.00203991856299,17.4584497508424,17.8039791192934,17.0161750792554,1.04841159974108,2.61717373592194,2.62903081184884,2.60555378219073,0.95152062644637,19.9618037351229,21.1947745952188,18.3849196317768,0.952397739324519,127.573554363288,137.389549464556,114.663805966887,0.98661114385251,462.153973040572,486.263549423278,441.870677940418,1.0156939771277,27.5252977846073,28.506632814533,26.0131676597942,0.956022020747463,15.4202487378501,15.8683054285249,14.7925888665262,0.901294923406503,33.4366310636553,34.7121498513659,32.123025205853
WF9 X H95,0.99474867618213,59.3877995570955,59.3978745155301,59.3701698157131,2022:North Platte,1,0.992091764790234,13.9518909922893,13.9682719819855,13.9510043075893,1.13980016135874,284.818406221609,288.669743967279,279.996470947161,0.970855171078233,125.881774344306,129.293251367313,122.403550792766,0.997181829339312,149.538109601884,157.506050511973,139.040731492764,0.947970711749656,2695.69110636032,2731.09308276117,2640.66883291822,NA,0.91752864799886,2602.86935240846,2733.09234774379,2514.13903092347,0.874318957080755,-70.6482117162953,101.213345054701,-167.54904332342,0.97997979913561,15.8978688353195,15.9664635893328,15.7814647787433,0.998497806829126,4.04482030322404,4.0860449029458,3.96090666204675,1.08022675800132,15.967039973138,16.3395301929003,15.4902556397158,0.868840215398537,2.61635869019642,2.62618489242928,2.60672899599499,1.09233769583199,19.9965313918403,21.4119715945137,18.1862816713732,1.01472687274618,128.710695089534,139.169092459384,114.956075483328,1.06200237918954,475.037385763329,500.989279413857,453.20415613848,1.07360648725871,26.5412481427453,27.5785366154819,24.9428998723641,1.06360406060664,14.5624699447386,15.0609468681164,13.8641789291216,1.06523511433789,33.0364062236305,34.5439342994924,31.4838632659467
2369 X 3IIH6,0.968891877012029,59.5684551917369,59.5930200894192,59.5198296242813,2022:North Platte,2,0.975091538012496,13.6146299542451,13.685882724087,13.5610903800835,1.03925553929807,281.767487274076,285.47332435323,277.87198075088,1.00940823904681,126.661374344744,130.520330943544,123.34192727145,1.00844929710312,181.527914174881,189.347567005136,171.277102019983,1.03587768745042,2653.1509176831,2684.50235915415,2587.89673659739,NA,1.02395473831395,2564.5997785117,2709.65993499177,2465.33194277523,0.998720488398232,-70.2059223316096,131.157300432091,-182.773980312638,0.96909429693187,16.3444407157923,16.4137927756714,16.2553093212823,0.97355857083727,4.08774904328133,4.11783614062783,4.01638608975151,0.996887983114725,16.6738750997494,16.9495393570086,16.2872827409061,1.00677356086894,2.6311949022669,2.64497031206426,2.61817888244794,1.05555464402195,19.8091019156461,21.0658909097009,18.1573467101187,1.03137630799414,134.553133982699,144.204354292103,121.016504987303,0.98535913273253,486.627567826723,507.011240970663,468.532545287673,1.03231755079531,27.1301367671743,28.1027886217983,25.4938658062226,1.00055567347636,14.9991490636188,15.4048589251162,14.4097206742014,0.986610318911406,33.6845088134765,34.916237326773,32.38045158525
