qr	loc	plot	field	nLvl	irrigation	rep	row	range	genotype	population	anthesisDate	silkDate	notes	leafDimHtDate	earHt	flagLeafHt	tasselTipHt	harvestDate	combineYield	combineMoisture	combineTestWt	harvestSeq	earFillLen	earWidth	shelledCobLen	shelledCobWidth	shelledCobWt	kernelsPerEar	kernelMass	kernelColor	kernelStriping	kernelsPerRow	kernelRows	hundredKernelWt	moistureCorrectedStarch	moistureCorrectedProtein	moistureCorrectedOil	moistureCorrectedFiber	moistureCorrectedAsh	pctMoistureNIR	latitude	longitude	yieldPerAc	plantDensity	pctRootLodge	pctStalkLodge	plantDate	totalStandCt	plotLen	daysToAnthesis	daysToSilk	moistureCorrectedKernelMass	moistureCorrectedHundredKernelWt	earLen	earWt	lbsNPerAc	ASI	GDDToAnthesis	GDDToSilk	ASI.GDD	exp
22-A-1593692	Ames	1593692	B1	High	Non-Irrigated	1	18	17	OQ403	Inbred	NA	NA		NA	59	148	NA	NA	NA	NA	NA	NA	NA	3.57166666666667	13.976	2.2886	12.16	238.2	52.68	NA	NA	NA	13	22.1158690176322	NA	NA	NA	NA	NA	NA	42.014991	93.732259	NA	22000	NA	NA	2022-05-22	22	7.5	NA	NA	55.7566295630987	23.4074851230473	14.2488333333333	67.1333333333333	250	NA	NA	NA	NA	LC_2231
22-A-1593693	Ames	1593693	B1	High	Non-Irrigated	1	24	21	PHWG5	Inbred	NA	NA	collect;	NA	99	181	NA	NA	NA	NA	NA	NA	NA	3.93866666666667	13.091	2.3616	14.78	278.8	61.87	NA	NA	NA	12.3333333333333	22.1915351506456	NA	NA	NA	NA	NA	NA	42.014902	93.732369	NA	27000	NA	NA	2022-05-22	27	7.5	NA	NA	65.4833460719232	23.4875703270887	13.341	81.8	250	NA	NA	NA	NA	LC_2231
22-A-1593694	Ames	1593694	B1	High	Non-Irrigated	1	20	24	B97	Inbred	NA	NA		NA	77	177	NA	NA	NA	NA	NA	NA	NA	4.20233333333333	14.4758	2.6334	19.22	305.8	94.44	NA	NA	NA	13	30.8829300196207	NA	NA	NA	NA	NA	NA	42.01482	93.732296	NA	22000	NA	NA	2022-05-22	22	7.5	NA	NA	99.9555067566257	32.6865620525264	14.4108333333333	117.833333333333	250	NA	NA	NA	NA	LC_2231
22-A-1593695	Ames	1593695	B1	High	Non-Irrigated	1	24	17	CQ702RC	Inbred	NA	NA		NA	65	156	NA	NA	NA	NA	NA	NA	NA	4.44533333333333	19.128	2.4185	27.6	324.5	119.695	NA	NA	NA	13.3333333333333	36.8859784283513	NA	NA	NA	NA	NA	NA	42.015012	93.732369	NA	5000	NA	NA	2022-05-22	5	7.5	NA	NA	126.685455116839	39.0402018850044	18.145	147.033333333333	250	NA	NA	NA	NA	LC_2231
22-A-1593696	Ames	1593696	B1	High	Non-Irrigated	1	20	18	4722	Inbred	NA	NA	collect;	NA	103	167	NA	NA	NA	NA	NA	NA	NA	3.24366666666667	14.5028	2.368	16.86	194.2	33.02	NA	NA	NA	14	17.0030895983522	NA	NA	NA	NA	NA	NA	42.014985	93.732295	NA	20000	NA	NA	2022-05-22	20	7.5	NA	NA	34.948441688943	17.9961079757688	14.8466666666667	53.9666666666667	250	NA	NA	NA	NA	LC_2231
22-A-1593697	Ames	1593697	B1	High	Non-Irrigated	1	27	16	HP301	Inbred	NA	NA	set aside;	NA	80	162	NA	NA	NA	NA	NA	NA	NA	2.9986	13.52125	2.0765	10.8	155.25	28.34	NA	NA	NA	13.6	18.2544283413849	NA	NA	NA	NA	NA	NA	42.015039	93.732443	NA	14000	NA	NA	2022-05-22	14	7.5	NA	NA	29.9951192448409	19.3205276939394	13.3936	39.64	250	NA	NA	NA	NA	LC_2231
22-A-1593698	Ames	1593698	B1	High	Non-Irrigated	1	17	16	SG1533	Inbred	NA	NA	set aside;	NA	96	162	NA	NA	NA	NA	NA	NA	NA	3.127	11.978	2.289	10.8	113	21.3	NA	NA	NA	14	18.8495575221239	NA	NA	NA	NA	NA	NA	42.015018	93.732259	NA	23000	NA	NA	2022-05-22	23	7.5	NA	NA	22.5439675340547	19.9504137469511	11.883	33.3	250	NA	NA	NA	NA	LC_2231
22-A-1593699	Ames	1593699	B1	High	Non-Irrigated	1	19	21	A632	Inbred	NA	NA	collect;	NA	93	168	NA	NA	NA	NA	NA	NA	NA	3.757	13.67775	2.27725	16.825	289	70	NA	NA	NA	15.6	24.2214532871972	NA	NA	NA	NA	NA	NA	42.014902	93.732296	NA	11000	NA	NA	2022-05-22	11	7.5	NA	NA	74.0881562152033	25.6360402128731	14.571	94.1	250	NA	NA	NA	NA	LC_2231
22-A-1593700	Ames	1593700	B1	High	Non-Irrigated	1	27	15	VA26	Inbred	NA	NA	collect;	NA	62	155	NA	NA	NA	NA	NA	NA	NA	4.42433333333333	14.6958	2.6384	23.02	345.6	99.82	NA	NA	NA	14.6666666666667	28.8831018518519	NA	NA	NA	NA	NA	NA	42.015066	93.732443	NA	12000	NA	NA	2022-05-22	12	7.5	NA	NA	105.64971076288	30.5699394568518	14.5526666666667	127.4	250	NA	NA	NA	NA	LC_2231
22-A-1593701	Ames	1593701	B1	High	Non-Irrigated	1	26	16	LP1 NR HT	Inbred	NA	NA		NA	72	167	NA	NA	NA	NA	NA	NA	NA	3.561	15.6142	2.224	16.34	207.6	43.214	NA	NA	NA	14	20.8159922928709	NA	NA	NA	NA	NA	NA	42.015018	93.732406	NA	24000	NA	NA	2022-05-22	24	7.5	NA	NA	45.7377940383399	22.0316926966955	15.2921666666667	66.6	250	NA	NA	NA	NA	LC_2231
22-A-1593702	Ames	1593702	B1	High	Non-Irrigated	1	29	26	POP-N-EAT	Inbred	NA	NA	collect;	NA	98	174	NA	NA	NA	NA	NA	NA	NA	3.24016666666667	11.7	2.0906	9.96	234.6	45.924	NA	NA	NA	15	19.5754475703325	NA	NA	NA	NA	NA	NA	42.014744	93.73248	NA	21000	NA	NA	2022-05-22	21	7.5	NA	NA	48.6060640860999	20.7186973939045	12.3211666666667	60.6666666666667	250	NA	NA	NA	NA	LC_2231
22-A-1593703	Ames	1593703	B1	High	Non-Irrigated	1	29	18	SEAGULL SEVENTEEN	Inbred	NA	NA	collect;	NA	66	172	NA	NA	NA	NA	NA	NA	NA	3.51483333333333	16.424	2.0412	11.22	276.8	81.972	NA	NA	NA	10.3333333333333	29.614161849711	NA	NA	NA	NA	NA	NA	42.014963	93.732479	NA	18000	NA	NA	2022-05-22	18	7.5	NA	NA	86.7593477324663	31.3436949900529	16.1055	89.3666666666667	250	NA	NA	NA	NA	LC_2231
22-A-1593704	Ames	1593704	B1	High	Non-Irrigated	1	23	21	LH74	Inbred	NA	NA	collect;	NA	95	167	NA	NA	NA	NA	NA	NA	NA	3.79283333333333	14.8362	2.1322	18.34	343.2	92.3	NA	NA	NA	12.3333333333333	26.8939393939394	NA	NA	NA	NA	NA	NA	42.014902	93.732369	NA	30000	NA	NA	2022-05-22	30	7.5	NA	NA	97.6905259809038	28.4646054722913	14.7675	110.733333333333	250	NA	NA	NA	NA	LC_2231
22-A-1593705	Ames	1593705	B1	High	Non-Irrigated	1	22	24	PHG39	Inbred	NA	NA	collect;	NA	66	155	NA	NA	NA	NA	NA	NA	NA	4.1955	16.9496666666667	2.59233333333333	27.1333333333333	302	98.59	NA	NA	NA	14.5	32.6456953642384	NA	NA	NA	NA	NA	NA	42.014799	93.732333	NA	9000	NA	NA	2022-05-22	9	7.5	NA	NA	104.347876017956	34.5522768271376	18.34575	138.225	250	NA	NA	NA	NA	LC_2231
22-A-1593706	Ames	1593706	B1	High	Non-Irrigated	1	18	25	HBA1	Inbred	NA	NA	collect;	NA	54	155	NA	NA	NA	NA	NA	NA	NA	4.242	15.0316	2.7504	27.16	258.2	66.18	NA	NA	NA	16	25.6312935708753	NA	NA	NA	NA	NA	NA	42.014771	93.73226	NA	19000	NA	NA	2022-05-22	19	7.5	NA	NA	70.0450596903165	27.1282183153821	15.8938333333333	102.733333333333	250	NA	NA	NA	NA	LC_2231
22-A-1593707	Ames	1593707	B1	High	Non-Irrigated	1	19	24	PHG83	Inbred	NA	NA	collect;	NA	69	142	NA	NA	NA	NA	NA	NA	NA	4.359	17.7383333333333	2.45133333333333	28.2666666666667	324	91.8	NA	NA	NA	14	28.3333333333333	NA	NA	NA	NA	NA	NA	42.01482	93.732296	NA	11000	NA	NA	2022-05-22	11	7.5	NA	NA	97.1613248650809	29.9880632299632	17.087	130.3	250	NA	NA	NA	NA	LC_2231
22-A-1593708	Ames	1593708	B1	High	Non-Irrigated	1	26	21	78371A	Inbred	NA	NA		NA	81	180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.014881	93.732406	NA	20000	NA	NA	2022-05-22	20	7.5	NA	NA	NA	NA	NA	NA	250	NA	NA	NA	NA	LC_2231
22-A-1593709	Ames	1593709	B1	High	Non-Irrigated	1	21	17	78551S	Inbred	NA	NA	set aside;	NA	51	148	NA	NA	NA	NA	NA	NA	NA	4.1026	19.004	2.506	20.75	324.5	101.98	NA	NA	NA	12	31.4268104776579	NA	NA	NA	NA	NA	NA	42.014991	93.732331	NA	15000	NA	NA	2022-05-22	15	7.5	NA	NA	107.935859583235	33.2622063430615	19.1168	131.8	250	NA	NA	NA	NA	LC_2231
22-A-1593710	Ames	1593710	B1	High	Non-Irrigated	1	24	22	PHH93	Inbred	NA	NA		NA	99	165	NA	NA	NA	NA	NA	NA	NA	3.9875	16.131	2.4478	19.82	290	89.366	NA	NA	NA	13.3333333333333	30.8158620689655	NA	NA	NA	NA	NA	NA	42.014875	93.732368	NA	19000	NA	NA	2022-05-22	19	7.5	NA	NA	94.5851738332551	32.6155771838811	16.5496666666667	119.183333333333	250	NA	NA	NA	NA	LC_2231
22-A-1593711	Ames	1593711	B1	High	Non-Irrigated	1	23	17	PHW43	Inbred	NA	NA	collect;x - seed spilled during counting, re-started the counting so AKW would be accurate;	NA	NA	131	NA	NA	NA	NA	NA	NA	NA	4.219	15.815	2.9826	35.7	297	80.35	NA	NA	NA	15	27.0538720538721	NA	NA	NA	NA	NA	NA	42.015012	93.732369	NA	16000	NA	NA	2022-05-22	16	7.5	NA	NA	85.0426193127369	28.6338785564771	15.659	116.05	250	NA	NA	NA	NA	LC_2231
22-A-1593712	Ames	1593712	B1	High	Non-Irrigated	1	28	17	2FACC	Inbred	NA	NA	collect;	NA	64	137	NA	NA	NA	NA	NA	NA	NA	4.3375	11.9282	2.4966	16.66	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	42.015012	93.732442	NA	28000	NA	NA	2022-05-22	28	7.5	NA	NA	NA	NA	12.5041666666667	97.6166666666667	250	NA	NA	NA	NA	LC_2231
22-A-1593713	Ames	1593713	B1	High	Non-Irrigated	1	21	24	B77	Inbred	NA	NA	set aside;	NA	74	177	NA	NA	NA	NA	NA	NA	NA	3.561	12.20225	2.17525	12.1	102.75	28	NA	NA	NA	12	27.2506082725061	NA	NA	NA	NA	NA	NA	42.014799	93.732333	NA	23000	NA	NA	2022-05-22	23	7.5	NA	NA	29.6352624860813	28.8421046093249	12.6132	47.84	250	NA	NA	NA	NA	LC_2231
22-A-1593714	Ames	1593714	B1	High	Non-Irrigated	1	29	22	B84	Inbred	NA	NA	collect;	NA	90	166	NA	NA	NA	NA	NA	NA	NA	4.06133333333333	12.8665	2.568	20.95	281	70.29	NA	NA	NA	15.3333333333333	25.0142348754448	NA	NA	NA	NA	NA	NA	42.014853	93.732479	NA	21000	NA	NA	2022-05-22	21	7.5	NA	NA	74.3950928623805	26.475122015082	13.459	100	250	NA	NA	NA	NA	LC_2231
22-A-1593715	Ames	1593715	B1	High	Non-Irrigated	1	19	17	NC222	Inbred	NA	NA		NA	71	168	NA	NA	NA	NA	NA	NA	NA	3.515	6.634	2.1815	5.9	107	19.88	NA	NA	NA	14.6666666666667	18.5794392523364	NA	NA	NA	NA	NA	NA	42.015012	93.732295	NA	24000	NA	NA	2022-05-22	24	7.5	NA	NA	21.0410363651177	19.6645199673997	7.78266666666667	32.0666666666667	250	NA	NA	NA	NA	LC_2231
22-A-1593716	Ames	1593716	B1	High	Non-Irrigated	1	29	21	H49	Inbred	NA	NA	collect;	NA	79	152	NA	NA	NA	NA	NA	NA	NA	4.363	12.904	2.501	8.4	263	66.97	NA	NA	NA	16	25.4638783269962	NA	NA	NA	NA	NA	NA	42.014881	93.732479	NA	22000	NA	NA	2022-05-22	22	7.5	NA	NA	70.8811974533166	26.9510256476489	15.4585	84.8	250	NA	NA	NA	NA	LC_2231
22-A-1593717	Ames	1593717	B1	High	Non-Irrigated	1	23	16	IDS28	Inbred	NA	NA		NA	103	173	NA	NA	NA	NA	NA	NA	NA	2.074	13.123	1.297	3.5	55	6.25	NA	NA	NA	13	11.3636363636364	NA	NA	NA	NA	NA	NA	42.015039	93.73237	NA	24000	NA	NA	2022-05-22	24	7.5	NA	NA	6.61501394778601	12.0272980868836	12.263	15.4	250	NA	NA	NA	NA	LC_2231
22-A-1593718	Ames	1593718	B1	High	Non-Irrigated	1	18	16	HY	Inbred	NA	NA	set aside;	NA	90	162	NA	NA	NA	NA	NA	NA	NA	3.8224	8.629	2.536	10.55	77.75	19.925	NA	NA	NA	13.6	25.6270096463023	NA	NA	NA	NA	NA	NA	42.015018	93.732259	NA	19000	NA	NA	2022-05-22	19	7.5	NA	NA	21.0886644655418	27.1236842000538	9.7518	46.68	250	NA	NA	NA	NA	LC_2231
22-A-1593719	Ames	1593719	B1	High	Non-Irrigated	1	28	25	B164	Inbred	NA	NA	collect;	NA	88	167	NA	NA	NA	NA	NA	NA	NA	3.681	13.9426	2.2394	10.2	331	61.592	NA	NA	NA	15.3333333333333	18.6078549848943	NA	NA	NA	NA	NA	NA	42.014792	93.732443	NA	24000	NA	NA	2022-05-22	24	7.5	NA	NA	65.1891102515257	19.6945952421528	14.0388333333333	76.25	250	NA	NA	NA	NA	LC_2231
22-A-1593720	Ames	1593720	B1	High	Non-Irrigated	1	28	24	CH701-30	Inbred	NA	NA	collect;	NA	71	143	NA	NA	NA	NA	NA	NA	NA	3.45125	14.0603333333333	1.989	9.63333333333333	279	61.5766666666667	NA	NA	NA	9.5	22.0704898446834	NA	NA	NA	NA	NA	NA	42.01482	93.732443	NA	25000	NA	NA	2022-05-22	25	7.5	NA	NA	65.1728814173072	23.359455705128	14.19675	79.6	250	NA	NA	NA	NA	LC_2231
22-A-1593721	Ames	1593721	B1	High	Non-Irrigated	1	27	24	CML91	Inbred	NA	NA		NA	96	188	NA	NA	NA	NA	NA	NA	NA	3.12933333333333	11.9065	2.2465	11.15	104	25.4	NA	NA	NA	12	24.4230769230769	NA	NA	NA	NA	NA	NA	42.01482	93.732443	NA	16000	NA	NA	2022-05-22	16	7.5	NA	NA	26.8834166838023	25.8494391190407	14.245	31.7666666666667	250	NA	NA	NA	NA	LC_2231
22-A-1593722	Ames	1593722	B1	High	Non-Irrigated	1	20	19	MOG	Inbred	NA	NA	collect;	NA	134	198	NA	NA	NA	NA	NA	NA	NA	4.24083333333333	10.6878	2.999	22.54	124.8	29.82	NA	NA	NA	17.6666666666667	23.8942307692308	NA	NA	NA	NA	NA	NA	42.014957	93.732296	NA	24000	NA	NA	2022-05-22	24	7.5	NA	NA	31.5615545476766	25.2897071696127	10.4541666666667	56.0166666666667	250	NA	NA	NA	NA	LC_2231
22-A-1593723	Ames	1593723	B1	High	Non-Irrigated	1	18	22	NC326	Inbred	NA	NA	collect;	NA	74	158	NA	NA	NA	NA	NA	NA	NA	4.35733333333333	14.58	2.61866666666667	22.8166666666667	363.5	80.4166666666667	NA	NA	NA	17.3333333333333	22.1228794131132	NA	NA	NA	NA	NA	NA	42.014854	93.732258	NA	26000	NA	NA	2022-05-22	26	7.5	NA	NA	85.1131794615133	23.4149049412691	14.2031666666667	104.033333333333	250	NA	NA	NA	NA	LC_2231
22-A-1593724	Ames	1593724	B1	High	Non-Irrigated	1	26	19	NC328	Inbred	NA	NA		NA	79	171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.014936	93.732406	NA	26000	NA	NA	2022-05-22	26	7.5	NA	NA	NA	NA	NA	NA	250	NA	NA	NA	NA	LC_2231
22-A-1593725	Ames	1593725	B1	High	Non-Irrigated	1	24	25	NC336	Inbred	NA	NA	set aside;	NA	53	152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.014792	93.732369	NA	13000	NA	NA	2022-05-22	13	7.5	NA	NA	NA	NA	NA	NA	250	NA	NA	NA	NA	LC_2231
22-A-1593726	Ames	1593726	B1	High	Non-Irrigated	1	19	22	NC352	Inbred	NA	NA		NA	50	133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.014875	93.732295	NA	31000	NA	NA	2022-05-22	31	7.5	NA	NA	NA	NA	NA	NA	250	NA	NA	NA	NA	LC_2231
22-A-1593727	Ames	1593727	B1	High	Non-Irrigated	1	18	18	R4	Inbred	NA	NA	collect;	NA	74	163	NA	NA	NA	NA	NA	NA	NA	3.37166666666667	13.3536	2.0564	12	NA	NA	NA	NA	NA	15.3333333333333	NA	NA	NA	NA	NA	NA	NA	42.014963	93.732258	NA	25000	NA	NA	2022-05-22	25	7.5	NA	NA	NA	NA	13.4286666666667	61.0666666666667	250	NA	NA	NA	NA	LC_2231
22-A-1593728	Ames	1593728	B1	High	Non-Irrigated	1	25	18	VA85	Inbred	NA	NA	collect;	NA	112	224	NA	NA	NA	NA	NA	NA	NA	4.231	18.5894	2.5766	28.04	448.6	131.32	NA	NA	NA	14.6666666666667	29.2732946946054	NA	NA	NA	NA	NA	NA	42.014963	93.732405	NA	27000	NA	NA	2022-05-22	27	7.5	NA	NA	138.989381059721	30.9829204323944	19.2195	178.25	250	NA	NA	NA	NA	LC_2231
22-A-1593729	Ames	1593729	B1	High	Non-Irrigated	1	25	25	CI21E	Inbred	NA	NA		NA	87	181	NA	NA	NA	NA	NA	NA	NA	4.397	13.0852	2.7736	20.06	212.2	59.668	NA	NA	NA	14	28.1187558906692	NA	NA	NA	NA	NA	NA	42.014771	93.732406	NA	26000	NA	NA	2022-05-22	26	7.5	NA	NA	63.1527443578393	29.7609539857867	13.5785	90.5833333333333	250	NA	NA	NA	NA	LC_2231
22-A-1593730	Ames	1593730	B1	High	Non-Irrigated	1	19	20	CI28A	Inbred	NA	NA		NA	NA	141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.01493	93.732296	NA	29000	NA	NA	2022-05-22	29	7.5	NA	NA	NA	NA	NA	NA	250	NA	NA	NA	NA	LC_2231
22-A-1593731	Ames	1593731	B1	High	Non-Irrigated	1	29	23	B10	Inbred	NA	NA		NA	95	153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.014826	93.732479	NA	18000	NA	NA	2022-05-22	18	7.5	NA	NA	NA	NA	NA	NA	250	NA	NA	NA	NA	LC_2231
22-A-1593732	Ames	1593732	B1	High	Non-Irrigated	1	17	21	B14A	Inbred	NA	NA	set aside;	NA	57	149	NA	NA	NA	NA	NA	NA	NA	3.80366666666667	18.285	2.612	27.3	NA	NA	NA	NA	NA	13.3333333333333	NA	NA	NA	NA	NA	NA	NA	42.014881	93.732259	NA	18000	NA	NA	2022-05-22	18	7.5	NA	NA	NA	NA	17.4763333333333	70.5333333333333	250	NA	NA	NA	NA	LC_2231
22-A-1593733	Ames	1593733	B1	High	Non-Irrigated	1	27	17	B73	Inbred	NA	NA	collect;	NA	89	180	NA	NA	NA	NA	NA	NA	NA	4.04366666666667	11.9682	2.3778	16.3	296	62.132	NA	NA	NA	16.3333333333333	20.9905405405405	NA	NA	NA	NA	NA	NA	42.015012	93.732442	NA	28000	NA	NA	2022-05-22	28	7.5	NA	NA	65.7606474566144	22.2164349515589	11.8656666666667	81.35	250	NA	NA	NA	NA	LC_2231
22-A-1593734	Ames	1593734	B1	High	Non-Irrigated	1	27	18	B76	Inbred	NA	NA	collect;Severe bend in ear. String used to measure ear length;	NA	84	158	NA	NA	NA	NA	NA	NA	NA	4.39533333333333	11.7872	2.6334	17.26	194.2	59.28	NA	NA	NA	13	30.5252317198764	NA	NA	NA	NA	NA	NA	42.014984	93.732442	NA	23000	NA	NA	2022-05-22	23	7.5	NA	NA	62.7420842919607	32.3079733738212	14.6506666666667	80.1	250	NA	NA	NA	NA	LC_2231
22-A-1593735	Ames	1593735	B1	High	Non-Irrigated	1	18	23	DE811	Inbred	NA	NA		NA	93	175	NA	NA	NA	NA	NA	NA	NA	4.003	15.1704	2.3364	20.84	344.4	89.36	NA	NA	NA	15.6666666666667	25.9465737514518	NA	NA	NA	NA	NA	NA	42.014826	93.732258	NA	28000	NA	NA	2022-05-22	28	7.5	NA	NA	94.5788234198652	27.4619115620979	16.819	113.866666666667	250	NA	NA	NA	NA	LC_2231
22-A-1593736	Ames	1593736	B1	High	Non-Irrigated	1	26	20	KY21	Inbred	NA	NA		NA	100	167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.014908	93.732406	NA	20000	NA	NA	2022-05-22	20	7.5	NA	NA	NA	NA	NA	NA	250	NA	NA	NA	NA	LC_2231
22-A-1593737	Ames	1593737	B1	High	Non-Irrigated	1	17	22	MO1W	Inbred	NA	NA	collect;	NA	76	163	NA	NA	NA	NA	NA	NA	NA	4.54	10.454	2.8752	14.88	NA	NA	NA	NA	NA	15.6666666666667	NA	NA	NA	NA	NA	NA	NA	42.014854	93.732258	NA	24000	NA	NA	2022-05-22	24	7.5	NA	NA	NA	NA	11.1171666666667	91.8666666666667	250	NA	NA	NA	NA	LC_2231
22-A-1593738	Ames	1593738	B1	High	Non-Irrigated	1	22	21	IC I740	Inbred	NA	NA	collect;	NA	80	172	NA	NA	NA	NA	NA	NA	NA	3.94366666666667	12.2108	2.264	15.7	230.6	61.02	NA	NA	NA	14.3333333333333	26.4614050303556	NA	NA	NA	NA	NA	NA	42.014881	93.732332	NA	23000	NA	NA	2022-05-22	23	7.5	NA	NA	64.5837041750244	28.0068101366107	12.1498333333333	83.4333333333333	250	NA	NA	NA	NA	LC_2231
22-A-1593739	Ames	1593739	B1	High	Non-Irrigated	1	17	20	NQ508	Inbred	NA	NA	collect;	NA	76	144	NA	NA	NA	NA	NA	NA	NA	4.11683333333333	13.0896	2.441	20.06	NA	NA	NA	NA	NA	12.3333333333333	NA	NA	NA	NA	NA	NA	NA	42.014909	93.732259	NA	21000	NA	NA	2022-05-22	21	7.5	NA	NA	NA	NA	12.7833333333333	99.0833333333333	250	NA	NA	NA	NA	LC_2231
22-A-1593740	Ames	1593740	B1	High	Non-Irrigated	1	21	22	H84	Inbred	NA	NA		NA	65	155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.014854	93.732332	NA	21000	NA	NA	2022-05-22	21	7.5	NA	NA	NA	NA	NA	NA	250	NA	NA	NA	NA	LC_2231
22-A-1593741	Ames	1593741	B1	High	Non-Irrigated	1	21	16	KY228	Inbred	NA	NA	set aside;	NA	56	160	NA	NA	NA	NA	NA	NA	NA	4.19766666666667	13.564	2.48	17.4	276.5	69.45	NA	NA	NA	12.6666666666667	25.1175406871609	NA	NA	NA	NA	NA	NA	42.015018	93.732332	NA	14000	NA	NA	2022-05-22	14	7.5	NA	NA	73.5060349877981	26.5844611167443	14.2873333333333	97.4666666666667	250	NA	NA	NA	NA	LC_2231
22-A-1593742	Ames	1593742	B1	High	Non-Irrigated	1	27	20	A682	Inbred	NA	NA		NA	54	145	NA	NA	NA	NA	NA	NA	NA	3.55083333333333	16.0846	2.1004	11.32	271.8	76.834	NA	NA	NA	10.3333333333333	28.2685798381163	NA	NA	NA	NA	NA	NA	42.01493	93.732443	NA	30000	NA	NA	2022-05-22	30	7.5	NA	NA	81.3212770662704	29.9195279861186	16.9325	90.0833333333333	250	NA	NA	NA	NA	LC_2231
22-A-1593743	Ames	1593743	B1	High	Non-Irrigated	1	17	19	R229	Inbred	NA	NA	collect;	NA	76	140	NA	NA	NA	NA	NA	NA	NA	5.50614285714286	12.7774	2.5338	20.4	NA	NA	NA	NA	NA	14.6666666666667	NA	NA	NA	NA	NA	NA	NA	42.014936	93.732259	NA	28000	NA	NA	2022-05-22	28	7.5	NA	NA	NA	NA	13.0351428571429	92.8828571428571	250	NA	NA	NA	NA	LC_2231
22-A-1593744	Ames	1593744	B1	High	Non-Irrigated	1	18	20	B109	Inbred	NA	NA		NA	82	175	NA	NA	NA	NA	NA	NA	NA	4.076	13.7184	2.3654	15.44	NA	NA	NA	NA	NA	13.6666666666667	NA	NA	NA	NA	NA	NA	NA	42.014909	93.732259	NA	24000	NA	NA	2022-05-22	24	7.5	NA	NA	NA	NA	13.7316666666667	113.25	250	NA	NA	NA	NA	LC_2231
22-A-1593745	Ames	1593745	B1	High	Non-Irrigated	1	27	21	FR19	Inbred	NA	NA	collect;Severe bend in ear. String used to measure ear length;	NA	70	165	NA	NA	NA	NA	NA	NA	NA	3.93583333333333	12.7054	2.4224	12.3	222.8	46.04	NA	NA	NA	16	20.6642728904847	NA	NA	NA	NA	NA	NA	42.014902	93.732443	NA	16000	NA	NA	2022-05-22	16	7.5	NA	NA	48.7288387449708	21.8711125426261	13.7101666666667	69.7666666666667	250	NA	NA	NA	NA	LC_2231
22-A-1593746	Ames	1593746	B1	High	Non-Irrigated	1	28	18	DJ7	Inbred	NA	NA		NA	85	180	NA	NA	NA	NA	NA	NA	NA	4.3326	13.75425	2.7545	23.325	442	103.9075	NA	NA	NA	16	23.5084841628959	NA	NA	NA	NA	NA	NA	42.014984	93.732442	NA	19000	NA	NA	2022-05-22	19	7.5	NA	NA	109.975929884732	24.8814321006181	14.0678	131.32	250	NA	NA	NA	NA	LC_2231
22-A-1593747	Ames	1593747	B1	High	Non-Irrigated	1	28	20	PHW17	Inbred	NA	NA		NA	42	147	NA	NA	NA	NA	NA	NA	NA	3.761	14.8405	2.658	18.3	333.5	55.935	NA	NA	NA	14.6666666666667	16.7721139430285	NA	NA	NA	NA	NA	NA	42.01493	93.732443	NA	14000	NA	NA	2022-05-22	14	7.5	NA	NA	59.2017288271057	17.7516428267183	15.1226666666667	77.1666666666667	250	NA	NA	NA	NA	LC_2231
22-A-1593748	Ames	1593748	B1	High	Non-Irrigated	1	21	19	LH146HT	Inbred	NA	NA	collect;	NA	69	138	NA	NA	NA	NA	NA	NA	NA	3.83166666666667	12.331	2.6356	17.26	228.6	56.18	NA	NA	NA	12.6666666666667	24.575678040245	NA	NA	NA	NA	NA	NA	42.014936	93.732333	NA	21000	NA	NA	2022-05-22	21	7.5	NA	NA	59.4610373738589	26.010952482003	12.2761666666667	78	250	NA	NA	NA	NA	LC_2231
22-A-1593749	Ames	1593749	B1	High	Non-Irrigated	1	26	24	LH60	Inbred	NA	NA		NA	72	194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.014799	93.732406	NA	23000	NA	NA	2022-05-22	23	7.5	NA	NA	NA	NA	NA	NA	250	NA	NA	NA	NA	LC_2231
