location,plotNumber,qrCode,row,range,genotype,block,numberPrimaryEars,numberSecondaryEars,secondaryEarKernels,kernelColor,kernelStriping,earWidth,kernelFillLength,kernelRowNumber,kernelsPerRow,kernelsPerEar,shelledCobWidth,shelledCobMass,hundredKernelMass,kernelMassPerEar,notes,experiment,plantDensity,plantingDate,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,totalStandCount,flagLeafHeight,earHeight,flagLeafHt,earLength,anthesisDate,silkDate,plotLength,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD
Lincoln,2187,LINCOLN$SAM$REP2$PLOT2187$ROW24$RANGE12$LH213,24,12,LH213,2,6,0,0,yellow,FALSE,3.673,13.0275,14.1666666666667,28.5,379.5,2.32316666666667,14.5666666666667,15.95,59.7666666666667,ak eaten; ;ak  ; ;ak; ;ak eaten; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,177,80,NA,15.106,2022-07-08,2022-07-11,7.5,64,67,3,1050.285,1131.175,80.8899999999999
Lincoln,2188,LINCOLN$SAM$REP2$PLOT2188$ROW25$RANGE12$LH150,25,12,LH150,2,6,0,0,yellow,FALSE,3.11716666666667,10.1081666666667,13,16.5,166.666666666667,1.91116666666667,14.5166666666667,27.6833333333333,48.2166666666667,mold; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,183,96,NA,12.0875,2022-07-22,2022-07-27,7.5,78,83,5,1416.175,1543.06,126.885
Lincoln,2189,LINCOLN$SAM$REP2$PLOT2189$ROW26$RANGE12$5707,26,12,5707,2,6,0,0,yellow,FALSE,3.9635,16.0121666666667,14.3333333333333,37.8333333333333,526.166666666667,2.36583333333333,22.6333333333333,20.75,109.283333333333,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,156.5,89,NA,17.747,2022-07-14,2022-07-12,7.5,70,68,-2,1203.245,1157.565,-45.6800000000001
Lincoln,2190,LINCOLN$SAM$REP2$PLOT2190$ROW27$RANGE12$M37W,27,12,M37W,2,1,0,0,yellow/orange,FALSE,NA,NA,NA,NA,58,2.163,12,NA,NA,; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,154,91,NA,14.94,2022-07-25,2022-07-27,7.5,81,83,2,1499.775,1543.06,43.2850000000001
Lincoln,2191,LINCOLN$SAM$REP2$PLOT2191$ROW28$RANGE12$PA91,28,12,PA91,2,6,0,0,yellow,FALSE,3.20316666666667,8.417,12.8333333333333,12.6666666666667,150.5,2.049,6.16666666666667,17.2333333333333,26.1,ak; ;ak; ;ak eaten; ;ak eaten; ;ak eaten; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,180,79.5,NA,10.4035,2022-07-20,2022-07-25,7.5,76,81,5,1366.37,1499.775,133.405
Lincoln,2192,LINCOLN$SAM$REP2$PLOT2192$ROW29$RANGE12$MO44,29,12,MO44,2,6,1,105,yellow,FALSE,2.67266666666667,9.79033333333333,13.5,19.3333333333333,194.833333333333,1.26566666666667,3.61666666666667,12.6333333333333,24.95,; ;ak; ;ak; ;ak eaten; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,185,86,NA,11.1385,2022-07-20,2022-07-28,7.5,76,84,8,1366.37,1570.31,203.94
Lincoln,2194,LINCOLN$SAM$REP2$PLOT2194$ROW31$RANGE12$B73HTRHM,31,12,B73HTRHM,2,6,0,0,yellow,FALSE,3.79216666666667,11.5423333333333,16.3333333333333,26,403.833333333333,2.22316666666667,12.4833333333333,16.4,65.55,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,220,106.5,NA,13.701,2022-07-15,2022-07-12,7.5,71,68,-3,1230.13,1157.565,-72.5650000000001
Lincoln,2195,LINCOLN$SAM$REP2$PLOT2195$ROW32$RANGE12$T8,32,12,T8,2,6,0,0,yellow,FALSE,3.162,14.1906666666667,13.5,29.8333333333333,373,1.8415,12.9166666666667,21.1666666666667,78.7833333333333,ak/eaten; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,189.5,89.5,NA,15.8341666666667,2022-07-20,2022-07-22,7.5,76,78,2,1366.37,1416.175,49.8049999999998
Lincoln,2196,LINCOLN$SAM$REP2$PLOT2196$ROW33$RANGE12$MS71,33,12,MS71,2,6,1,194,yellow,FALSE,3.42583333333333,11.4356666666667,13,20.1666666666667,210.333333333333,2.25966666666667,17.4333333333333,19.1333333333333,41.4666666666667,ak eaten; ;ak ; ;ak; ;ak; ;ak eaten; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,165,66,NA,13.1,2022-07-15,2022-07-19,7.5,71,75,4,1230.13,1340.865,110.735
Lincoln,2198,LINCOLN$SAM$REP2$PLOT2198$ROW35$RANGE12$NC300,35,12,NC300,2,1,0,0,white,FALSE,NA,NA,NA,NA,59,1.892,10.05,NA,NA,ak; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,160,73.5,NA,14.299,2022-08-05,2022-08-08,7.5,92,95,3,1762.71,1845.96,83.25
Lincoln,2200,LINCOLN$SAM$REP2$PLOT2200$ROW37$RANGE12$4676A,37,12,4676A,2,6,0,0,yellow,FALSE,3.64416666666667,12.8798333333333,12.8333333333333,30.6666666666667,344,2.2825,14.1166666666667,18.5333333333333,60.3166666666667,ak; ;ak; ;; ;ak; ;ak; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,146.5,65,NA,14.2101666666667,2022-07-10,2022-07-10,7.5,66,66,0,1104.005,1104.005,0
Lincoln,2201,LINCOLN$SAM$REP2$PLOT2201$ROW38$RANGE12$B109,38,12,B109,2,6,0,NA,yellow,FALSE,3.33766666666667,9.01566666666667,13.1666666666667,16.5,173.5,2.12033333333333,9.55166666666667,16.3675,27.9966666666667,; ;; ;popped kernels; ;popped kernels; ;popped kernels; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,142,66,NA,10.6915,2022-07-20,2022-07-22,7.5,76,78,2,1366.37,1416.175,49.8049999999998
Lincoln,2202,LINCOLN$SAM$REP2$PLOT2202$ROW39$RANGE12$H91,39,12,H91,2,6,0,0,yellow,FALSE,3.30983333333333,10.4833333333333,13.3333333333333,18,169.333333333333,2.02016666666667,9.63333333333333,21.35,34.95,ak/ek; ;ak/ek; ;ak/ek; ;ak/ek; ;ak/ek; ;ak/ek; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,146,79,NA,12.762,2022-07-21,2022-07-26,7.5,77,82,5,1391.03,1518.555,127.525
Lincoln,2203,LINCOLN$SAM$REP2$PLOT2203$ROW40$RANGE12$MBNA,40,12,MBNA,2,4,0,0,yellow,FALSE,2.7565,8.04225,10,15.5,130.75,1.6625,5.2125,15.425,22.25,; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,144,51.5,NA,9.86875,2022-07-14,2022-07-22,7.5,70,78,8,1203.245,1416.175,212.93
Lincoln,2204,LINCOLN$SAM$REP2$PLOT2204$ROW41$RANGE12$W64A,41,12,W64A,2,6,0,0,yellow,FALSE,3.377,7.83183333333333,14,17,180.833333333333,1.95766666666667,7.35,15.0833333333333,28.6,ak; ;ak; ;ak; ;ak; ;ak/ fungus; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,128,60,NA,9.8265,2022-07-12,2022-07-15,7.5,68,71,3,1157.565,1230.13,72.5650000000001
Lincoln,2205,LINCOLN$SAM$REP2$PLOT2205$ROW42$RANGE12$B103,42,12,B103,2,6,0,0,orange,FALSE,2.78933333333333,10.0435,14,24.3333333333333,295,1.51,10.0833333333333,14.68,46.3666666666667,; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,125,57.5,NA,12.2276666666667,2022-07-10,2022-07-10,7.5,66,66,0,1104.005,1104.005,0
Lincoln,2206,LINCOLN$SAM$REP2$PLOT2206$ROW43$RANGE12$S8326,43,12,S8326,2,6,0,0,yellow,FALSE,2.99583333333333,9.8565,12.3333333333333,17.1666666666667,198.5,1.69116666666667,6.9,19.5833333333333,38.9166666666667,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;Not ready yet (Vla 7/18),NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,154.5,85,NA,12.3123333333333,2022-07-07,2022-07-08,7.5,63,64,1,1023.035,1050.285,27.25
Lincoln,2207,LINCOLN$SAM$REP2$PLOT2207$ROW44$RANGE12$DJ7,44,12,DJ7,2,6,0,0,yellow,FALSE,3.36816666666667,6.94183333333333,15.8333333333333,12.3333333333333,161,2.3175,7.71666666666667,14.975,23.8,ak eaten; ;ak eaten; ;ak eaten; ;ak eaten; ;ak eaten; ;ak eaten; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,140,65.5,NA,8.403,2022-07-20,2022-07-25,7.5,76,81,5,1366.37,1499.775,133.405
Lincoln,2208,LINCOLN$SAM$REP2$PLOT2208$ROW45$RANGE12$NC366,45,12,NC366,2,6,4,267,yellow,FALSE,3.2862,8.4102,11.4,11.8,91.3333333333333,2.36416666666667,13.75,26.3,25.3,ak; ;mold/eaten; ;ak; ;ak; ;ak; ;ak; ;FF came firat,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,155,86.5,NA,11.5318333333333,2022-08-01,2022-07-31,7.5,88,87,-1,1651.71,1627.91,-23.8
Lincoln,2209,LINCOLN$SAM$REP2$PLOT2209$ROW46$RANGE12$ICI 740,46,12,ICI 740,2,6,0,0,yellow,FALSE,3.39866666666667,9.64116666666667,13.4,15.3333333333333,143.166666666667,2.432,9.91666666666667,16.825,24.5333333333333,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,150,66,NA,10.867,2022-07-20,2022-07-21,7.5,76,77,1,1366.37,1391.03,24.6599999999999
Lincoln,2210,LINCOLN$SAM$REP2$PLOT2210$ROW47$RANGE12$PHWG5,47,12,PHWG5,2,6,0,0,yellow,FALSE,3.197,11.0476666666667,10.3333333333333,22.6666666666667,181.833333333333,1.94033333333333,14.0083333333333,19.36,38.8083333333333,; ;; ;; ;few kermels; ;mold/fungus; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,163,84,NA,12.7381666666667,2022-07-20,2022-07-25,7.5,76,81,5,1366.37,1499.775,133.405
Lincoln,2211,LINCOLN$SAM$REP2$PLOT2211$ROW48$RANGE12$FBLA,48,12,FBLA,2,6,0,0,yellow,FALSE,2.97683333333333,8.5285,12.5,17.6666666666667,166.333333333333,2.13216666666667,8.15,13.3166666666667,21.5333333333333,ak/uneven rows; ;ak; ;ak; ;ak/uneven rows; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,146,50.5,NA,9.5915,2022-07-16,2022-07-17,7.5,72,73,1,1259.19,1288.375,29.1849999999999
Lincoln,2212,LINCOLN$SAM$REP2$PLOT2212$ROW49$RANGE12$LH146HT,49,12,LH146HT,2,6,1,125,yellow,FALSE,3.0675,10.6316666666667,12.6666666666667,21.8333333333333,203,2.26633333333333,10.9166666666667,10.4833333333333,54.15,ak eaten; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,139.5,56.5,NA,11.7451666666667,2022-07-11,2022-07-14,7.5,67,70,3,1131.175,1203.245,72.0700000000002
Lincoln,2214,LINCOLN$SAM$REP2$PLOT2214$ROW51$RANGE12$PHG39,51,12,PHG39,2,6,1,5,yellow,FALSE,2.93775,11.19825,7.83333333333333,6.83333333333333,47.5,1.76866666666667,8.23333333333333,28.5,12.2166666666667,ak eaten; ;ak eaten; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,154.5,75,NA,12.542,2022-07-21,2022-07-24,7.5,77,80,3,1391.03,1471.805,80.7750000000001
Lincoln,2215,LINCOLN$SAM$REP2$PLOT2215$ROW52$RANGE12$B73,52,12,B73,2,6,1,117,yellow,FALSE,2.7345,8.25533333333333,15.6666666666667,18.5,267,1.56833333333333,6.51666666666667,11.9166666666667,31.2166666666667,eaten; ;eaten; ;eaten; ;eaten; ;eaten; ;eaten; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,160.5,75.5,NA,9.00733333333333,2022-07-16,2022-07-20,7.5,72,76,4,1259.19,1366.37,107.18
Lincoln,2216,LINCOLN$SAM$REP2$PLOT2216$ROW53$RANGE12$CQ702RC,53,12,CQ702RC,2,5,2,51,yellow,FALSE,3.8034,15.588,12,29.2,242.8,2.4388,16.33,19.44,47.33,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,163,70,NA,17.929,2022-07-20,2022-07-24,7.5,76,80,4,1366.37,1471.805,105.435
Lincoln,2217,LINCOLN$SAM$REP2$PLOT2217$ROW54$RANGE12$R4,54,12,R4,2,6,0,0,yellow,FALSE,2.97416666666667,9.96233333333333,14,17.8333333333333,240.333333333333,2.025,7.86666666666667,12.5833333333333,26.5,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,153,65,NA,11.92,2022-07-20,2022-07-25,7.5,76,81,5,1366.37,1499.775,133.405
Lincoln,2218,LINCOLN$SAM$REP2$PLOT2218$ROW55$RANGE12$N7A,55,12,N7A,2,6,0,0,yellow,FALSE,3.56366666666667,7.03516666666667,12.1666666666667,12.1666666666667,113.166666666667,2.18666666666667,8.26666666666667,26.3,32.1,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,137,82,NA,10.7208333333333,2022-07-20,2022-07-24,7.5,76,80,4,1366.37,1471.805,105.435
Lincoln,2220,LINCOLN$SAM$REP2$PLOT2220$ROW57$RANGE12$E8501,57,12,E8501,2,6,0,0,yellow,FALSE,3.36883333333333,10.4495,11.8333333333333,17.5,184.333333333333,2.224,11.5666666666667,18.625,34.3166666666667,ak; ;ak; ;; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,159.5,47.5,NA,11.8216666666667,2022-07-15,2022-07-19,7.5,71,75,4,1230.13,1340.865,110.735
Lincoln,2223,LINCOLN$SAM$REP2$PLOT2223$ROW5$RANGE13$LP1 NR HT,5,13,LP1 NR HT,2,6,0,0,yellow,FALSE,3.059,11.299,14.5,23.6666666666667,276.666666666667,2.2304,11.0083333333333,8.73333333333333,23.25,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,178.5,86.5,NA,14.7836666666667,2022-07-20,2022-07-20,7.5,76,76,0,1366.37,1366.37,0
Lincoln,2224,LINCOLN$SAM$REP2$PLOT2224$ROW6$RANGE13$VA85,6,13,VA85,2,NA,NA,0,yellow,FALSE,3.67533333333333,16.3916666666667,17.6666666666667,36,546,2.14483333333333,17.475,19.4,93.3583333333333,; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,215.5,110,NA,17.3806666666667,2022-07-15,2022-07-19,7.5,71,75,4,1230.13,1340.865,110.735
Lincoln,2225,LINCOLN$SAM$REP2$PLOT2225$ROW7$RANGE13$OH43E,7,13,OH43E,2,6,0,0,yellow,FALSE,3.29016666666667,11.8705,13.3333333333333,22.05,221.5,2.08733333333333,9.81666666666667,17.48,36.3166666666667,ak; ;ak; ;ak; ;ak/ek; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,178,83.5,NA,12.4421666666667,2022-07-11,2022-07-11,7.5,67,67,0,1131.175,1131.175,0
Lincoln,2226,LINCOLN$SAM$REP2$PLOT2226$ROW8$RANGE13$NQ508,8,13,NQ508,2,6,0,0,yellow,FALSE,2.43383333333333,7.2205,11.3333333333333,14.8333333333333,138.5,1.4855,5.96666666666667,17.18,23.9333333333333,mold; ;mold/fungus; ;dark green kernels; ;fungus; ;mold/fungus; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,161,94,NA,8.20183333333333,2022-07-15,2022-07-19,7.5,71,75,4,1230.13,1340.865,110.735
Lincoln,2227,LINCOLN$SAM$REP2$PLOT2227$ROW9$RANGE13$CS405,9,13,CS405,2,6,0,0,yellow,FALSE,3.01183333333333,9.407,15,23.5,292.5,1.71666666666667,6.79166666666667,11.4916666666667,34.55,; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,164,82.5,NA,11.8408333333333,2022-07-11,2022-07-14,7.5,67,70,3,1131.175,1203.245,72.0700000000002
Lincoln,2228,LINCOLN$SAM$REP2$PLOT2228$ROW10$RANGE13$B2,10,13,B2,2,6,0,0,yellow,FALSE,2.4854,6.9702,10,12.5,77.6666666666667,1.48183333333333,3.4,12.5,12.86,ak; ;ak; ;ak; ;ak/fungus; ;ak; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,144.5,83.5,NA,8.6895,2022-07-15,2022-07-20,7.5,71,76,5,1230.13,1366.37,136.24
Lincoln,2229,LINCOLN$SAM$REP2$PLOT2229$ROW11$RANGE13$VA26,11,13,VA26,2,6,0,0,yellow,FALSE,3.4754,9.5672,16.2,19.6,247,2.35266666666667,8.26666666666667,10.66,32.46,ak; ;ak; ;ak; ;ak; ;ak; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,164,60.5,NA,10.3415,2022-07-19,2022-07-15,7.5,75,71,-4,1340.865,1230.13,-110.735
Lincoln,2231,LINCOLN$SAM$REP2$PLOT2231$ROW13$RANGE13$NC298,13,13,NC298,2,6,1,83,yellow,FALSE,2.58533333333333,8.64633333333333,9.5,10,81,1.716,6.23333333333333,18.55,14.6,ak uneven rows; ;ak uneven rows; ;ak uneven rows; ;ak uneven rows; ;ak uneven rows; ;ak uneven rows; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,138.5,77.5,NA,11.0391666666667,2022-07-25,2022-07-27,7.5,81,83,2,1499.775,1543.06,43.2850000000001
Lincoln,2232,LINCOLN$SAM$REP2$PLOT2232$ROW14$RANGE13$BLACK JEWELL 85,14,13,BLACK JEWELL 85,2,1,0,0,black,FALSE,NA,NA,NA,NA,4,1.249,1.1,NA,NA,; ;; ;; ;; ;; ;; ;FF before MF,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,136.5,101,NA,5.565,2022-08-03,2022-08-01,7.5,90,88,-2,1709.01,1651.71,-57.3
Lincoln,2234,LINCOLN$SAM$REP2$PLOT2234$ROW16$RANGE13$LH39,16,13,LH39,2,6,0,0,yellow/orange,FALSE,2.34816666666667,6.99616666666667,9.33333333333333,15.3333333333333,124.5,2.06,10.0833333333333,11.975,14.9616666666667,some popped kernel; ;mold; ;; ;mold; ;bare/ scattered kernels; ;mold; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,140,62.5,NA,12.7861666666667,2022-07-18,2022-07-15,7.5,74,71,-3,1315.8,1230.13,-85.6699999999998
Lincoln,2235,LINCOLN$SAM$REP2$PLOT2235$ROW17$RANGE13$POP-N-EAT,17,13,POP-N-EAT,2,6,0,0,white,FALSE,2.247,8.1086,11.8,18.8,142,1.32933333333333,6.68333333333333,13.875,23.5,; ;ak; ;ak; ;ak; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,152,76.5,NA,8.89033333333333,2022-07-11,2022-07-15,7.5,67,71,4,1131.175,1230.13,98.9550000000002
Lincoln,2236,LINCOLN$SAM$REP2$PLOT2236$ROW18$RANGE13$CML91,18,13,CML91,2,1,0,0,white,FALSE,2.527,10.914,8,6,21,2.088,8.1,32.3809523809524,6.8,ak ; ;n/a; ;n/a; ;n/a; ;n/a; ;n/a; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,164,100,NA,11.538,2022-08-04,NA,7.5,91,NA,NA,1738.26,NA,NA
Lincoln,2237,LINCOLN$SAM$REP2$PLOT2237$ROW19$RANGE13$B73,19,13,B73,2,6,0,0,yellow,FALSE,3.481,8.91683333333333,15.5,18.5,197.333333333333,2.3995,7.85,12.34,24.35,ak popped kernels; ;ak popped kernels; ;ak popped kernels; ;ak popped kernels; ;ak popped kernels; ;ak popped kernels; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,161.5,91,NA,10.0096666666667,2022-07-20,2022-07-25,7.5,76,81,5,1366.37,1499.775,133.405
Lincoln,2238,LINCOLN$SAM$REP2$PLOT2238$ROW20$RANGE13$PHW17,20,13,PHW17,2,6,0,0,orange,FALSE,2.8155,10.985,13.1666666666667,22.6666666666667,219.333333333333,1.859,16.5333333333333,16.0833333333333,34.8666666666667,fungus; ;fungus; ;fungus; ;fungus; ;fungus; ;fungus; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,143,56,NA,13.7421666666667,2022-07-19,2022-07-20,7.5,75,76,1,1340.865,1366.37,25.5050000000001
Lincoln,2239,LINCOLN$SAM$REP2$PLOT2239$ROW21$RANGE13$DE811,21,13,DE811,2,6,0,0,orange,FALSE,2.8815,7.59616666666667,12.8333333333333,15.8333333333333,156.166666666667,1.17866666666667,4.25,13.65,20.8666666666667,; ;ak; ;ak/mold; ;ek; ;ak/ek; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,179,92.5,NA,8.91566666666667,2022-07-22,2022-07-25,7.5,78,81,3,1416.175,1499.775,83.6000000000001
Lincoln,2241,LINCOLN$SAM$REP2$PLOT2241$ROW23$RANGE13$2FACC,23,13,2FACC,2,6,0,0,yellow,FALSE,3.02483333333333,9.99483333333333,13.3333333333333,22.8333333333333,246.5,1.95516666666667,12.5,17,42.6666666666667,fungus; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,170,59.5,NA,11.131,2022-07-15,2022-07-15,7.5,71,71,0,1230.13,1230.13,0
Lincoln,2242,LINCOLN$SAM$REP2$PLOT2242$ROW24$RANGE13$WF9,24,13,WF9,2,4,0,NA,yellow,FALSE,2.87225,6.404,11,13.25,110.5,1.6105,3.9625,20.45,21.525,; ;; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,163,65.5,NA,7.8405,2022-07-18,2022-07-20,7.5,74,76,2,1315.8,1366.37,50.5700000000002
Lincoln,2243,LINCOLN$SAM$REP2$PLOT2243$ROW25$RANGE13$A680,25,13,A680,2,6,0,0,yellow,FALSE,3.229,7.42416666666667,13.8333333333333,14.5,167.833333333333,2.16,5.28333333333333,15.6,25.3833333333333,; ;mold/popped up ; ;mold/popped up ; ;; ;; ;mold/popped up; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,171.5,92,NA,8.44633333333333,2022-07-19,2022-07-21,7.5,75,77,2,1340.865,1391.03,50.165
Lincoln,2244,LINCOLN$SAM$REP2$PLOT2244$ROW26$RANGE13$B73,26,13,B73,2,6,0,0,yellow,FALSE,3.648,8.89383333333333,16.1666666666667,18.3333333333333,272.5,2.48033333333333,8.51666666666667,13.4833333333333,34.5,popped; ;popped; ;popped; ;popped; ;popped; ;popped; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,167,93.5,NA,9.78366666666667,2022-07-19,2022-07-20,7.5,75,76,1,1340.865,1366.37,25.5050000000001
Lincoln,2246,LINCOLN$SAM$REP2$PLOT2246$ROW28$RANGE13$NC328,28,13,NC328,2,6,0,0,yellow/white,FALSE,3.66316666666667,9.4346,13.6666666666667,13.3333333333333,154,2.55366666666667,8.88333333333333,22.14,33.5333333333333,ak; ;ak; ;ak; ;ak; ;ak; ;ak; mostly aborted; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,171,78,NA,10.0038333333333,2022-07-20,2022-07-20,7.5,76,76,0,1366.37,1366.37,0
Lincoln,2247,LINCOLN$SAM$REP2$PLOT2247$ROW29$RANGE13$MO46,29,13,MO46,2,6,0,0,yellow,FALSE,3.6575,9.81433333333333,13.1666666666667,18.5,220.333333333333,2.4075,10.45,21.45,47.2166666666667,fungus; ;ak; ;ak; ;eaten uneven rows; ;eaten; ;ak uneven rows; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,186.5,76.5,NA,10.4891666666667,2022-07-18,2022-07-18,7.5,74,74,0,1315.8,1315.8,0
Lincoln,2248,LINCOLN$SAM$REP2$PLOT2248$ROW30$RANGE13$FBHJ,30,13,FBHJ,2,6,0,0,yellow,FALSE,2.72233333333333,11.4676666666667,10.6666666666667,22.6666666666667,210.333333333333,1.74366666666667,6.80833333333333,13.975,28.6333333333333,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,170,64,NA,11.6953333333333,2022-07-18,2022-07-18,7.5,74,74,0,1315.8,1315.8,0
Lincoln,2249,LINCOLN$SAM$REP2$PLOT2249$ROW31$RANGE13$B73,31,13,B73,2,6,0,0,yellow,FALSE,3.28116666666667,6.85183333333333,14,13.6666666666667,140.666666666667,1.9385,3.68333333333333,14.2333333333333,19.1,ak eaten; ;ak eaten; ;ak eaten; ;ak  ; ;ak; ;ak eaten; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,169,93.5,NA,7.74166666666667,2022-07-20,2022-07-21,7.5,76,77,1,1366.37,1391.03,24.6599999999999
Lincoln,2250,LINCOLN$SAM$REP2$PLOT2250$ROW32$RANGE13$KY21,32,13,KY21,2,4,0,0,white,FALSE,3.452,8.17233333333333,8.5,8.25,98.75,2.29275,12.15,18.25,18.125,ak; ;ak uneven rows; ;ak uneven rows; ;ak uneven rows; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,174,111,NA,10.25825,2022-07-27,2022-08-01,7.5,83,88,5,1543.06,1651.71,108.65
Lincoln,2251,LINCOLN$SAM$REP2$PLOT2251$ROW33$RANGE13$B73,33,13,B73,2,6,0,0,yellow,FALSE,3.41483333333333,7.7765,15.8333333333333,16.6666666666667,195.666666666667,2.19733333333333,6.45,13.5333333333333,25.7333333333333,; ;fungus; ;; ;; ;; ;; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,152.5,88,NA,8.4595,2022-07-20,2022-07-26,7.5,76,82,6,1366.37,1518.555,152.185
Lincoln,2252,LINCOLN$SAM$REP2$PLOT2252$ROW34$RANGE13$HP301,34,13,HP301,2,6,0,0,yellow,FALSE,NA,NA,NA,NA,83.8333333333333,1.52666666666667,8.71666666666667,7,NA,few very small kernels; ;few very small kernels; ;few very small kernels; ;few very small kernels; ;few very small kernels; ;few very small kernels; ;NA,NA,10147.0588235294,2022-05-05,Lincoln,0,Medium,150,46,121.5,73.5,NA,11.1556666666667,2022-07-20,2022-07-26,7.5,76,82,6,1366.37,1518.555,152.185
