qrCode,location,sublocation,irrigationProvided,N,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,column,range,plot,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,plantH,plantDensity,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,kernelColor,notes,rep
22-A-1592977,Ames,Ames E1,NA,Low,75,LC_2233,7.5,10,1,14,15,1592977,PHG84,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,43,152,2206,16.058,NA,3.849,2.641,NA,15.8,271,25.062,67.8,2.641,NA,;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1592978,Ames,Ames E1,NA,Low,75,LC_2233,7.5,27,1,4,16,1592978,N7A,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,62,161,5956,13.797,NA,4.208,2.527,NA,13,177,37.463,66.2,2.527,NA,;;;x - seed spilled during shelling;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;x - collect data; but analyze team may need to assess photos;;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1592979,Ames,Ames E1,NA,Low,75,LC_2233,7.5,30,1,5,16,1592979,WF9,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,84,156,6618,12.748,NA,4.14,2.55,NA,14.7,NA,NA,NA,2.55,NA,;;;;;;;;;;;;;NA;NA,1
22-A-1592980,Ames,Ames E1,NA,Low,75,LC_2233,7.5,23,1,6,16,1592980,CML328,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,120,176,5074,12.352,NA,3.553,2.621,NA,14.2,193,20.79,40.1,2.621,NA,;Cob broke in pieces;Cob broke in pieces;;Cob broke in pieces;Cob broke in pieces;;;x -set asside;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1592981,Ames,Ames E1,NA,Low,75,LC_2233,7.5,36,1,2,14,1592981,I137TN,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,87,150,7941,13.325,NA,NA,2.549,NA,10.3,181,29.768,53.9,2.549,NA,;;;;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1592982,Ames,Ames E1,NA,Low,75,LC_2233,7.5,35,1,15,15,1592982,NC306,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,75,148,7721,14.896,NA,3.881,2.528,NA,13,289,28.131,81.3,2.528,NA,;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1592983,Ames,Ames E1,NA,Low,75,LC_2233,7.5,31,1,3,16,1592983,NC324,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,52,142,6838,13.368,NA,3.106,2.466,NA,13.5,133,26.391,35.1,2.466,NA,;;;;;x -set asside;x -set asside;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1592984,Ames,Ames E1,NA,Low,75,LC_2233,7.5,25,1,3,12,1592984,NC348,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,87,162,5515,14.302,NA,3.337,2.208,NA,10.3,169,23.357,39.5,2.208,NA,;;;;;;;;;;;;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1592985,Ames,Ames E1,NA,Low,75,LC_2233,7.5,31,1,2,11,1592985,NC368,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,58,142,6838,10.599,NA,NA,2.686,NA,14.3,187,30.664,57.3,2.686,NA,;;;;;;;;;;;;NA;NA,1
22-A-1592986,Ames,Ames E1,NA,Low,75,LC_2233,7.5,24,1,17,13,1592986,NC298,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,81,161,5294,13.31,NA,3.256,1.984,NA,10.7,168,27.725,46.7,1.984,NA,;;;;;;;x - collect data; but analyze team may need to assess photos;;;;x - collect data; but analyze team may need to assess photos;;NA;NA,1
22-A-1592987,Ames,Ames E1,NA,Low,75,LC_2233,7.5,29,1,14,13,1592987,R177,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,58,169,6397,NA,NA,3.676,NA,NA,12,NA,NA,NA,NA,NA,;;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1592988,Ames,Ames E1,NA,Low,75,LC_2233,7.5,34,1,6,13,1592988,B52,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,88,156,7500,16.374,NA,3.76,2.657,NA,15,217,25.175,54.6,2.657,NA,;;;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1592989,Ames,Ames E1,NA,Low,75,LC_2233,7.5,34,1,8,17,1592989,B37,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,69,164,7500,15.378,NA,3.826,2.652,NA,12.3,159,28.432,45.3,2.652,NA,;;;;;;;;;x - collect data; but analyze team may need to assess photos;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1592990,Ames,Ames E1,NA,Low,75,LC_2233,7.5,28,1,5,13,1592990,MO46,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,64,169,6176,12.799,NA,4.416,2.706,NA,13.3,277,32.813,90.8,2.706,NA,;;;;;;;;;;;;;NA;NA,1
22-A-1592991,Ames,Ames E1,NA,Low,75,LC_2233,7.5,31,1,12,19,1592991,LH39,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,71,144,6838,14.196,NA,3.647,2.392,NA,14,285,21.304,60.8,2.392,NA,;;;;;;;;;;;;;NA;NA,1
22-A-1592992,Ames,Ames E1,NA,Low,75,LC_2233,7.5,24,1,12,13,1592992,PHZ51,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,77,149,5294,11.767,NA,3.544,2.034,NA,11.3,190,22.206,42.3,2.034,NA,;;;;;;;x - collect data; but analyze team may need to assess photos;Smooth cob/ovule issue;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;;;NA;NA,1
22-A-1592993,Ames,Ames E1,NA,Low,75,LC_2233,7.5,25,1,2,20,1592993,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,89,157,5515,13.259,NA,4.389,2.811,NA,17,338,26.713,90.4,2.811,NA,Check;;;;;;x -set asside;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1592994,Ames,Ames E1,NA,Low,75,LC_2233,7.5,34,1,3,14,1592994,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,90,182,7500,13.026,NA,4.494,2.86,NA,16.5,323,24.91,80.6,2.86,NA,Check;;;;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1592995,Ames,Ames E1,NA,Low,75,LC_2233,7.5,32,1,13,18,1592995,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,77,137,7059,15.075,NA,4.511,2.723,NA,17,424,25.931,110,2.723,NA,Check;;;;;;;;;NA;NA,1
22-A-1592996,Ames,Ames E1,NA,Low,75,LC_2233,7.5,33,1,10,13,1592996,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,94,168,7279,12.079,NA,4.201,2.78,NA,15.7,263,19.068,50.1,2.78,NA,Check;;;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;;NA;NA,1
22-A-1592997,Ames,Ames E1,NA,Low,75,LC_2233,7.5,29,1,6,18,1592997,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,95,186,6397,13.898,NA,4.49,2.752,NA,17,371,26.889,99.8,2.752,NA,Check;;;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;;;;NA;NA,1
22-A-1592998,Ames,Ames E1,NA,Low,75,LC_2233,7.5,30,1,2,13,1592998,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,79,154,6618,11.323,NA,NA,2.729,NA,16.3,157,25.064,39.4,2.729,NA,Check;;;;;;x - collect data; but analyze team may need to assess photos;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;NA;NA,1
22-A-1592999,Ames,Ames E1,NA,Low,75,LC_2233,7.5,33,1,6,19,1592999,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,96,175,7279,14.359,NA,4.556,2.876,NA,16.7,380,27.135,103.1,2.876,NA,Check;;;;;;;;;;;;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1593000,Ames,Ames E1,NA,Low,75,LC_2233,7.5,30,1,4,12,1593000,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,92,172,6618,14.148,NA,4.361,2.787,NA,15,371,25.293,93.9,2.787,NA,Check;;;;;;;;;;;;;NA;NA,1
22-A-1593001,Ames,Ames E1,NA,Low,75,LC_2233,7.5,29,1,12,17,1593001,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,79,168,6397,13.91,NA,4.352,2.58,NA,16.5,330,26.158,86.3,2.58,NA,Check;;;;;;;;;x - collect data; but analyze team may need to assess photos;;;;NA;NA,1
22-A-1593002,Ames,Ames E1,NA,Low,75,LC_2233,7.5,30,1,9,13,1593002,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,83,171,6618,13,NA,4.307,2.78,NA,16,294,23.685,69.7,2.78,NA,Check;;;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;;;NA;NA,1
22-A-1593003,Ames,Ames E1,NA,Low,75,LC_2233,7.5,29,1,17,14,1593003,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,68,156,6397,13.099,NA,4.175,2.558,NA,15.6,311,25.574,79.6,2.558,NA,Check;;;;;;;;;;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1593004,Ames,Ames E1,NA,Low,75,LC_2233,7.5,33,1,3,20,1593004,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,82,167,7279,14.702,NA,4.554,2.82,NA,17,381,27.74,105.6,2.82,NA,Check;;;;;;Seed missing on either side of ear at widest point;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;;;;NA;NA,1
22-A-1593005,Ames,Ames E1,NA,Low,75,LC_2233,7.5,30,1,5,17,1593005,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,82,177,6618,13.817,NA,4.492,2.792,NA,16.3,NA,NA,NA,2.792,NA,Check;;;;;;;x - collect data; but analyze team may need to assess photos;;;;;;NA;NA,1
22-A-1593006,Ames,Ames E1,NA,Low,75,LC_2233,7.5,32,1,6,15,1593006,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,79,171,7059,12.912,NA,4.27,2.811,NA,16.7,183,35.597,65.2,2.811,NA,Check;;;;;;;;x - collect data; but analyze team may need to assess photos;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1593007,Ames,Ames E1,NA,Low,75,LC_2233,7.5,22,1,9,22,1593007,33-16,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,64,159,4853,14.379,NA,3.485,2.431,NA,14.5,267,22.976,61.3,2.431,NA,;;;;;Cob broke in pieces;Cob broke in pieces;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1593008,Ames,Ames E1,NA,Low,75,LC_2233,7.5,36,1,5,20,1593008,NC320,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,108,184,7941,12.241,NA,4.243,2.28,NA,13.7,301,25.183,75.8,2.28,NA,;;;;;;;;;;;;;NA;NA,1
22-A-1593009,Ames,Ames E1,NA,Low,75,LC_2233,7.5,29,1,4,22,1593009,SC357,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,102,201,6397,15.697,NA,4.339,2.571,NA,14.7,414,27.376,113.3,2.571,NA,;;;;;;;;;;;;;NA;NA,1
22-A-1593010,Ames,Ames E1,NA,Low,75,LC_2233,7.5,24,1,12,20,1593010,TZI16,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,109,192,5294,14.197,NA,3.959,2.744,NA,16.8,307,24.638,75.7,2.744,NA,;;;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;;NA;NA,1
22-A-1593011,Ames,Ames E1,NA,Low,75,LC_2233,7.5,34,1,5,21,1593011,LH208,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,80,188,7500,18.411,NA,4.309,2.556,NA,15,493,29.667,146.2,2.556,NA,;;;;;;;;;;;;;NA;NA,1
22-A-1593012,Ames,Ames E1,NA,Low,75,LC_2233,7.5,30,1,9,20,1593012,MO24W,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,73,149,6618,11.133,NA,3.807,2.798,NA,14.8,213,22.216,47.4,2.798,NA,;;Seed missing on either side of ear at widest point;;;;;x - collect data; but analyze team may need to assess photos;;;x -set asside;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1593013,Ames,Ames E1,NA,Low,75,LC_2233,7.5,28,1,7,21,1593013,OH7B,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,89,193,6176,14.407,NA,3.549,2.196,NA,15.7,229,21.64,49.6,2.196,NA,;;;;;;;;;;x - collect data; but analyze team may need to assess photos;;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1593014,Ames,Ames E1,NA,Low,75,LC_2233,7.5,32,1,2,21,1593014,R168,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,67,172,7059,14.399,NA,4.122,2.609,NA,17,384,24.301,93.2,2.609,NA,;;;;;;;;;x - collect data; but analyze team may need to assess photos;;;;NA;NA,1
22-A-1593015,Ames,Ames E1,NA,Low,75,LC_2233,7.5,37,1,10,22,1593015,CI3A,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,83,175,8162,11.113,NA,3.633,2.25,NA,15.7,152,18.086,27.4,2.25,NA,;;;;;;;;;x - collect data; but analyze team may need to assess photos;;;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1593016,Ames,Ames E1,NA,Low,75,LC_2233,7.5,35,1,3,21,1593016,B73HTRHM,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,103,209,7721,19.083,NA,4.752,2.887,NA,18,NA,29.471,NA,2.887,NA,;;;;;;;;;;;;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1593017,Ames,Ames E1,NA,Low,75,LC_2233,7.5,27,1,4,21,1593017,CML108,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,78,171,5956,15.48,NA,4.474,2.864,NA,17.3,307,25.023,76.7,2.864,NA,;;;;;;;;;;;;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1593018,Ames,Ames E1,NA,Low,75,LC_2233,7.5,31,1,10,20,1593018,NC356,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,76,137,6838,10.723,NA,3.466,2.294,NA,11,NA,NA,NA,2.294,NA,;;;;;;;;;;;;;NA;NA,1
22-A-1593019,Ames,Ames E1,NA,Low,75,LC_2233,7.5,29,1,17,20,1593019,MO44,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,72,178,6397,13.242,NA,3.617,2.22,NA,15.4,244,27.124,66.2,2.22,NA,;;;;;;;;;;;NA;NA,1
22-A-1593020,Ames,Ames E1,NA,Low,75,LC_2233,7.5,22,1,7,20,1593020,K4,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,97,183,4853,15.44,NA,3.721,2.289,NA,13.2,263,24.623,64.7,2.289,NA,;;x - seed spilled during counting; re-started the counting so AKW would be accurate;;;;;;;;x - collect data; but analyze team may need to assess photos;;;NA;NA,1
22-A-1593021,Ames,Ames E1,NA,Low,75,LC_2233,7.5,29,1,3,22,1593021,TZI25,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,73,134,6397,14.529,NA,3.746,2.536,NA,11.6,224,27.973,62.8,2.536,NA,;;;;;;x - collect data; but analyze team may need to assess photos;;x -set asside;;;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1593022,Ames,Ames E1,NA,Low,75,LC_2233,7.5,35,1,8,20,1593022,T8,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,132,207,7721,17.593,NA,4.376,2.532,NA,13.3,468,29.269,136.9,2.532,NA,;;;;;;;;;;;;;NA;NA,1
22-A-1593023,Ames,Ames E1,NA,Low,75,LC_2233,7.5,27,1,6,21,1593023,MO45,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,112,187,5956,17.55,NA,3.889,2.796,NA,20.7,386,21.951,84.8,2.796,NA,;;;;;;;;;;;;;NA;NA,1
22-A-1593024,Ames,Ames E1,NA,Low,75,LC_2233,7.5,31,1,17,21,1593024,MS71,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,82,166,6838,12.401,NA,3.735,2.315,NA,15,269,26.689,71.7,2.315,NA,;;;;;;;;;;;;;NA;NA,1
22-A-1593025,Ames,Ames E1,NA,Low,75,LC_2233,7.5,24,1,13,22,1593025,PA91,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,67,171,5294,16.752,NA,4.101,2.541,NA,15.2,378,31.833,120.2,2.541,NA,;;;;;;;;;;;;NA;NA,1
22-A-1593026,Ames,Ames E1,NA,Low,75,LC_2233,7.5,23,1,11,22,1593026,4676A,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,70,152,5074,14.476,NA,4.203,2.471,NA,15.6,304,27.053,82.2,2.471,NA,;;;;;;x -set asside;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1593027,Ames,Ames E1,NA,Low,75,LC_2233,7.5,31,1,14,21,1593027,CML103,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,110,170,6838,16.035,NA,3.988,2.618,NA,12,337,30.682,103.4,2.618,NA,;;;;;NA;NA,1
22-A-1593028,Ames,Ames E1,NA,Low,75,LC_2233,7.5,10,1,7,22,1593028,CML281,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,152,228,2206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;NA;NA,1
22-A-1593029,Ames,Ames E1,NA,Low,75,LC_2233,7.5,31,1,4,20,1593029,CML333,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,117,191,6838,12.116,NA,3.596,2.689,NA,11.7,186,22.532,42,2.689,NA,;;;;;;;;;;x - collect data; but analyze team may need to assess photos;;;NA;NA,1
22-A-1593030,Ames,Ames E1,NA,Low,75,LC_2233,7.5,20,1,12,22,1593030,D940Y,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,79,166,4412,15.302,NA,3.702,2.433,NA,12,216,23.333,50.4,2.433,NA,;;;;;NA;NA,1
22-A-1593031,Ames,Ames E1,NA,Low,75,LC_2233,7.5,27,1,13,20,1593031,M37W,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,65,146,5956,17.755,NA,4.162,2.914,NA,13.5,332,27.38,90.9,2.914,NA,;;;;;NA;NA,1
22-A-1593032,Ames,Ames E1,NA,Low,75,LC_2233,7.5,34,1,13,21,1593032,NC294,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,91,173,7500,12.76,NA,3.769,2.194,NA,16.3,281,25.32,71.2,2.194,NA,;;;;;;;x - collect data; but analyze team may need to assess photos;;;;;;NA;NA,1
22-A-1593033,Ames,Ames E1,NA,Low,75,LC_2233,7.5,9,1,5,22,1593033,SC55,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,95,178,1985,13.466,NA,4.034,2.567,NA,13.8,254,25.118,63.8,2.567,NA,;;;;;x -set asside;x -set asside;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;NA;NA,1
22-A-1593034,Ames,Ames E1,NA,Low,75,LC_2233,7.5,34,1,16,21,1593034,OS420,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,91,169,7500,14.029,NA,3.983,2.168,NA,15.5,332,25.638,85.2,2.168,NA,;;;;;;;;;;;;;NA;NA,1
22-A-1593035,Ames,Ames E1,NA,Low,75,LC_2233,7.5,29,1,17,22,1593035,LH213,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,66,156,6397,13.63,NA,3.527,2.193,NA,15.2,220,23.136,50.9,2.193,NA,;;;;;;;;x - collect data; but analyze team may need to assess photos;;;NA;NA,1
22-A-1593036,Ames,Ames E1,NA,Low,75,LC_2233,7.5,30,1,2,22,1593036,NC250,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,72,158,6618,17.753,NA,3.808,2.792,NA,12,336,30.64,103,2.792,NA,;;;;;x -set asside;x -set asside;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1593037,Ames,Ames E1,NA,Low,75,LC_2233,7.5,20,1,15,20,1593037,CML254,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,130,216,4412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;NA;NA,1
22-A-1593038,Ames,Ames E1,NA,Low,75,LC_2233,7.5,6,1,11,21,1593038,CML277,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,87,193,1324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;NA;NA;NA,1
22-A-1593039,Ames,Ames E1,NA,Low,75,LC_2233,7.5,27,1,6,22,1593039,LH150,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,86,187,5956,14.887,NA,4.477,2.963,NA,16.7,326,33.017,107.7,2.963,NA,;;;;;;;;x - collect data; but analyze team may need to assess photos;;;;;NA;NA,1
22-A-1593040,Ames,Ames E1,NA,Low,75,LC_2233,7.5,33,1,16,20,1593040,5707,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,105,174,7279,14.308,NA,3.726,2.367,NA,13.7,296,30.074,89.1,2.367,NA,;;;;;;;;;x - collect data; but analyze team may need to assess photos;;;;NA;NA,1
22-A-1593041,Ames,Ames E1,NA,Low,75,LC_2233,7.5,33,1,9,21,1593041,NC300,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,99,168,7279,15.073,NA,3.333,2.229,NA,11,232,25.228,58.6,2.229,NA,;;;;;;;;;;;;;NA;NA,1
22-A-1593042,Ames,Ames E1,NA,Low,75,LC_2233,7.5,29,1,12,21,1593042,KI14,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,133,213,6397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;NA;NA,1
22-A-1593043,Ames,Ames E1,NA,Low,75,LC_2233,7.5,33,1,6,20,1593043,CML69,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,94,172,7279,13.121,NA,3.687,2.873,NA,13,152,20.921,31.8,2.873,NA,;;;x -set asside;x -set asside;;;NA;NA,1
22-A-1593044,Ames,Ames E1,NA,Low,75,LC_2233,7.5,30,1,14,22,1593044,NC258,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,69,159,6618,14.4,NA,3.927,2.774,NA,15.3,336,24.616,82.8,2.774,NA,;;;;;;;;;;;;;NA;NA,1
22-A-1593045,Ames,Ames E1,NA,Low,75,LC_2233,7.5,34,1,10,21,1593045,LH123HT,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,59,158,7500,12.651,NA,4.015,2.365,NA,12,NA,NA,NA,2.365,NA,;;;;;;;x - collect data; but analyze team may need to assess photos;;;;;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1593046,Ames,Ames E1,NA,Low,75,LC_2233,7.5,36,1,15,21,1593046,TZI11,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,124,181,7941,9.855,NA,3.792,2.31,NA,13,191,23.403,44.7,2.31,NA,;;;;;x -set asside;NA;NA,1
22-A-1593047,Ames,Ames E1,NA,Low,75,LC_2233,7.5,35,1,8,21,1593047,A661,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,72,140,7721,9.795,NA,3.774,2.544,NA,14.5,189,19.746,37.3,2.544,NA,;;;;;;;;;;;;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1593048,Ames,Ames E1,NA,Low,75,LC_2233,7.5,29,1,16,22,1593048,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,83,168,6397,11.904,NA,3.919,2.472,NA,16,271,23.767,64.3,2.472,NA,Check;;;;;;;;;;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1593049,Ames,Ames E1,NA,Low,75,LC_2233,7.5,30,1,15,22,1593049,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,98,172,6618,11.88,NA,4.061,2.499,NA,16.8,294,23.774,69.8,2.499,NA,Check;;;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;x - collect data; but analyze team may need to assess photos;;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1593050,Ames,Ames E1,NA,Low,75,LC_2233,7.5,33,1,8,22,1593050,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,85,168,7279,13.806,NA,4.405,2.771,NA,16,350,23.208,81.2,2.771,NA,Check;;;;;;;x - collect data; but analyze team may need to assess photos;;;;x - collect data; but analyze team may need to assess photos;;NA;NA,1
22-A-1593051,Ames,Ames E1,NA,Low,75,LC_2233,7.5,34,1,14,20,1593051,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,89,165,7500,12.431,NA,4.156,2.527,NA,15.8,304,25.268,76.9,2.527,NA,Check;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1593052,Ames,Ames E1,NA,Low,75,LC_2233,7.5,31,1,11,20,1593052,B73,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,93,182,6838,12.616,NA,4.173,2.435,NA,16.5,317,24.315,77.1,2.435,NA,Check;;;;;;;;;;;;x - collect data; but analyze team may need to assess photos;NA;NA,1
22-A-1593053,Ames,Ames E1,NA,Low,75,LC_2233,7.5,34,1,3,23,1593053,38-11,5/22/23,NA,NA,NA,NA,NA,NA,NA,NA,114,173,7500,16.176,NA,3.616,2.551,NA,15.2,286,25,71.5,2.551,NA,;;;;;;;;;;x - collect data; but analyze team may need to assess photos;;x - collect data; but analyze team may need to assess photos;NA;NA,1
