"qrCode","year","location","sublocation","irrigationProvided","plotLength","totalStandCount","pedigreeID","plantingDate","anthesisDate","silkDate","daysToAnthesis","daysToSilk","anthesisSilkingInterval","GDDToAnthesis","GDDToSilk","anthesisSilkingIntervalGDD","plantDensity","earLength","earFillLength","earWidth","shelledCobWidth","kernelsPerRow","kernelRowNumber","kernelsPerEar","hundredKernelMass","kernelMassPerEar","shelledCobMass","kernelColor","harvestDate","notes","locationYear","poundsOfNitrogenPerAcre","genotype","rep","plotLatitude","plotLongitude","plotNumber","row","range","plantSeedCount","population","flagLeafHeight","earHeight","experiment","nitrogenTreatment","block","environment"
"23-A-1731132",2023,"Ames","Ames",0,7.5,NA,1715680,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6005,NA,4.1016,2.38125,NA,19.2,195.5,19.94801526797,38.65,14.15,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"NC310",2,42.01417,-93.728524,126,21,60,31,31000,"154","64","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731133",2023,"Ames","Ames",0,7.5,NA,1715681,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.439,NA,4.336,2.689,NA,18,304,22.2577773590431,67.32,17.96,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"NC328",2,42.013841,-93.728593,230,25,72,32,32000,"173","85","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731134",2023,"Ames","Ames",0,7.5,NA,1715682,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.974,NA,3.42066666666667,2.3155,NA,11.3333333333333,118.5,33.4755760368664,35.8,9.65,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"NC336",2,42.013709,-93.728555,285,24,78,33,33000,"205","93","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731135",2023,"Ames","Ames",0,7.5,NA,1715683,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.233,NA,3.7324,2.506,NA,12,161,41.6419562122577,65.425,13.65,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"NC352",2,42.013786,-93.728666,244,29,74,32,32000,"197","109","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731136",2023,"Ames","Ames",0,7.5,NA,1715684,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9786,NA,3.64283333333333,2.3508,NA,13.3333333333333,121.2,30.4364213136748,36,12.08,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"NC364",2,42.013379,-93.728624,390,27,90,33,33000,"124","50","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731137",2023,"Ames","Ames",0,7.5,NA,1715685,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3642,NA,3.77333333333333,2.3154,NA,12.3333333333333,137.2,36.5481756275835,50.04,14.62,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"NC366",2,42.013841,-93.72852,233,22,72,36,36000,"213","97","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731138",2023,"Ames","Ames",0,7.5,NA,1715686,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8355,NA,4.3298,2.609,NA,14.4,390.25,24.8158700972009,96.375,20.9,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure ear length","2023 Ames",150,"Pa762",2,42.014038,-93.728633,173,28,66,32,32000,"164","65","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731139",2023,"Ames","Ames",0,7.5,NA,1715687,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2698,NA,3.24616666666667,2.204,NA,12.3333333333333,152.8,20.7560195786932,30.24,10.74,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"R4",2,42.013922,-93.728668,207,29,69,33,33000,"171","63","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731140",2023,"Ames","Ames",0,7.5,NA,1715688,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.148,NA,NA,14,NA,NA,NA,NA,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"SC55",2,42.014449,-93.728565,40,24,51,38,38000,"212","120","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731141",2023,"Ames","Ames",0,7.5,NA,1715689,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9872,NA,4.01866666666667,2.4812,NA,17.3333333333333,261.4,14.974929761733,38.54,9.42,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"IA2132",2,42.013375,-93.728514,380,22,89,37,37000,"117","50","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731142",2023,"Ames","Ames",0,7.5,NA,1715690,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8676,NA,4.02316666666667,2.411,NA,13.3333333333333,268.2,25.4029287312928,65.66,16.14,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length","2023 Ames",150,"CI91B",2,42.014253,-93.728525,92,22,57,32,32000,"159","76","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731143",2023,"Ames","Ames",0,7.5,NA,1715691,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9592,NA,3.79383333333333,2.2474,NA,16.3333333333333,332.2,20.0558521951082,64.64,19.1,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"Mo44",2,42.01439,-93.728527,53,22,52,33,33000,"224","84","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731144",2023,"Ames","Ames",0,7.5,NA,1715692,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.554,NA,3.90583333333333,2.4952,NA,16.6666666666667,238.4,24.3353000807618,58.14,17.76,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"W22",2,42.013456,-93.728662,352,29,86,34,34000,"130","36","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731145",2023,"Ames","Ames",0,7.5,NA,1715693,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.375,NA,3.81533333333333,2.5895,NA,12.6666666666667,228.5,25.3023697742008,56.25,27.65,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"L317",2,42.014477,-93.728639,30,27,50,32,32000,"242","134","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731146",2023,"Ames","Ames",0,7.5,NA,1715694,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7032,NA,4.97783333333333,2.785,NA,16,541,29.9370105169213,137.5,34.02,NA,2023-10-19,"Sweetcorn;Severe bend in ear. String used to measure ear length","2023 Ames",150,"Os420",2,42.014336,-93.728526,71,22,54,32,32000,"205","81","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731147",2023,"Ames","Ames",0,7.5,NA,1715695,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1534,NA,3.7905,2.3712,NA,12.8333333333333,233.2,19.0400486000833,45.48,12.26,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"Tzi18",2,42.01456,-93.728567,4,24,47,32,32000,"214","132","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731148",2023,"Ames","Ames",0,7.5,NA,1715696,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5492,NA,4.13483333333333,2.5402,NA,12.3333333333333,340.2,26.8828520430095,88.3,19.62,NA,2023-10-19,"Sweetcorn","2023 Ames",150,"Tzi25",2,42.014339,-93.728563,76,24,55,31,31000,"189","87","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731149",2023,"Ames","Ames",0,7.5,NA,1715697,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.988,NA,3.976,2.216,NA,13,213,25.3642294407972,53.74,14.4,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"NC264",2,42.014116,-93.728524,144,21,62,32,32000,"170","67","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731150",2023,"Ames","Ames",0,7.5,NA,1715698,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0952,NA,NA,2.4288,NA,14.6666666666667,265.8,29.6044485298262,78.62,14.56,NA,2023-10-19,"Sweetcorn","2023 Ames",150,"6F629",2,42.014225,-93.728599,104,25,58,32,32000,"184","56","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731151",2023,"Ames","Ames",0,7.5,NA,1715699,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4814,NA,4.13583333333333,2.2358,NA,14,323,22.7954981547981,67.52,12.5,NA,2023-10-19,"Sweetcorn","2023 Ames",150,"LH213",2,42.014308,-93.728526,74,22,55,33,33000,"173","74","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731152",2023,"Ames","Ames",0,7.5,NA,1715700,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0365,NA,3.823,2.6565,NA,17,135.5,20.4708333333333,28.5,13.45,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length","2023 Ames",150,"Mo18W",2,42.013791,-93.72863,259,27,75,32,32000,"201","113","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731153",2023,"Ames","Ames",0,7.5,NA,1715801,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6874,NA,3.866,2.5482,NA,15.3333333333333,211.5,27.2375394412057,58.1,17.5,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"B14A",2,42.013814,-93.728593,239,25,73,33,33000,"175","56","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731154",2023,"Ames","Ames",0,7.5,NA,1715802,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.667,NA,4.341,2.582,NA,17,279.4,24.7879357566918,70.2,14.6,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"B73",2,42.013512,-93.728589,337,26,84,34,34000,"191","90","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731155",2023,"Ames","Ames",0,7.5,NA,1715803,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4955,NA,4.29333333333333,2.701,NA,14.6666666666667,232,28.9671674611931,66.84,21.95,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"B76",2,42.013786,-93.728593,247,26,74,33,33000,"175","65","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731156",2023,"Ames","Ames",0,7.5,NA,1715804,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7272,NA,4.024,2.5458,NA,13,277.8,30.4181508748887,83.88,19.92,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"NC250",2,42.014367,-93.728638,66,27,54,32,32000,"199","93","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731157",2023,"Ames","Ames",0,7.5,NA,1715805,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5734,NA,3.73166666666667,2.3502,NA,15.3333333333333,290.8,21.9746865339733,64.06,15.94,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure ear length;Cob broke in pieces during shelling","2023 Ames",150,"DE811",2,42.013626,-93.728554,309,23,81,33,33000,"210","101","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731158",2023,"Ames","Ames",0,7.5,NA,1715806,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4288,NA,4.157,2.7072,NA,14.6666666666667,242,26.2817373872214,63.1,14.28,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"N192",2,42.014202,-93.728635,120,27,60,32,32000,"135","43","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731159",2023,"Ames","Ames",0,7.5,NA,1715807,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7135,NA,4.0514,2.80425,NA,11.6,193.25,31.4459123213689,59.45,22.35,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"Ky21",2,42.013846,-93.72863,242,28,73,32,32000,"204","124","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731160",2023,"Ames","Ames",0,7.5,NA,1715808,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.063,NA,4.43566666666667,2.6402,NA,16,236,30.6264976656718,68.58,15.34,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"F118",2,42.013622,-93.728517,306,21,80,33,33000,"200","93","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731161",2023,"Ames","Ames",0,7.5,NA,1715809,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.952,NA,3.71466666666667,2.0618,NA,11.3333333333333,326,28.2161480839892,91.14,13.36,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"Mo17",2,42.01384,-93.728667,226,29,72,34,34000,"195","83","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731162",2023,"Ames","Ames",0,7.5,NA,1715810,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.469,NA,4.119,2.4702,NA,14.6666666666667,183.2,28.296322871051,52.32,15.34,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"ICI 740",2,42.01365,-93.728517,289,21,79,32,32000,"170","60","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731163",2023,"Ames","Ames",0,7.5,NA,1715811,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6962,NA,4.18983333333333,2.423,NA,13,193.8,30.6820670221441,70.15,17.78,NA,2023-10-19,"Sweetcorn;x - seed spilled during shelling","2023 Ames",150,"NQ508",2,42.013676,-93.728665,280,29,78,31,31000,"194","103","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731164",2023,"Ames","Ames",0,7.5,NA,1715812,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5826,NA,4.419,2.5912,NA,12.6666666666667,383.4,28.1462043886593,105.32,22.82,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"PHWG5",2,42.013874,-93.728557,231,24,72,32,32000,"192","80","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731165",2023,"Ames","Ames",0,7.5,NA,1715813,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2188,NA,3.48683333333333,1.9576,NA,12,191.8,25.4554941231399,47.42,9.6,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"LH183",2,42.014257,-93.728562,105,24,58,31,31000,"164","70","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731166",2023,"Ames","Ames",0,7.5,NA,1715814,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5545,NA,3.95433333333333,2.3025,NA,12,338.5,19.7103967231222,66.425,10.35,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"CQ702RC",2,42.013594,-93.72859,311,25,81,34,34000,"169","75","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731167",2023,"Ames","Ames",0,7.5,NA,1715815,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8226,NA,3.89883333333333,2.3646,NA,14,287.8,20.8689499389831,60.64,11.7,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"Mo47",2,42.013458,-93.728515,359,22,86,34,34000,"158","45","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731168",2023,"Ames","Ames",0,7.5,NA,1715816,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.36325,NA,3.94,2.64675,NA,14.4,249.5,20.6934882858984,51.625,15.375,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"CM105",2,42.014065,-93.72856,166,24,65,32,32000,"132","42","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731169",2023,"Ames","Ames",0,7.5,NA,1715817,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2225,NA,3.11883333333333,2.3205,NA,13.5,61.8,17.1863088849135,11.66,9.85,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"Sg1533",2,42.013539,-93.728589,330,26,83,33,33000,"200","117","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731170",2023,"Ames","Ames",0,7.5,NA,1715818,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3615,NA,3.5138,2.018,NA,11.6,105,26.4323083148375,27.55,6.725,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"KY228",2,42.013874,-93.728631,228,27,72,31,31000,"190","88","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731171",2023,"Ames","Ames",0,7.5,NA,1715819,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2666,NA,4.69066666666667,2.8876,NA,14.6666666666667,317.2,26.7578374037885,84.66,12.34,NA,2023-10-19,"Sweetcorn;Severe bend in ear. String used to measure ear length","2023 Ames",150,"A619",2,42.01395,-93.728595,193,26,68,32,32000,"154","39","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731172",2023,"Ames","Ames",0,7.5,NA,1715820,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0866,NA,4.56133333333333,2.7074,NA,18.3333333333333,407.8,22.2751319282506,90.98,17.96,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"A679",2,42.01395,-93.728669,190,29,68,33,33000,"149","55","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731173",2023,"Ames","Ames",0,7.5,NA,1715821,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3254,NA,3.446,2.0284,NA,10,255,28.1715967482299,72.08,9.74,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"A682",2,42.013736,-93.728555,274,24,77,32,32000,"182","56","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731174",2023,"Ames","Ames",0,7.5,NA,1715822,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4672,NA,NA,3.031,NA,15.3333333333333,300.4,19.2814148933047,55.74,29.9,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"Mo24W",2,42.014307,-93.7286,77,25,55,32,32000,"240","125","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731175",2023,"Ames","Ames",0,7.5,NA,1715823,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.341,NA,3.876,2.4256,NA,13.6666666666667,203,24.3549843101935,49.36,6.6,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length;Cob broke in pieces during shelling","2023 Ames",150,"W153R",2,42.013434,-93.728551,376,23,88,32,32000,"111","46","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731176",2023,"Ames","Ames",0,7.5,NA,1715824,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4746,NA,4.15833333333333,2.6686,NA,13.3333333333333,211.6,29.173025818141,60.4,19.1,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"R229",2,42.013571,-93.728553,328,24,83,32,32000,"178","107","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731177",2023,"Ames","Ames",0,7.5,NA,1715825,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-19,"x -set aside;Sweetcorn","2023 Ames",150,"CML254",2,42.01439,-93.728527,54,21,52,38,38000,"227","141","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731178",2023,"Ames","Ames",0,7.5,NA,1715826,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3426,NA,3.67383333333333,2.0986,NA,10.3333333333333,232.2,33.5777516162642,79.02,12.82,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"Seagull Seventeen",2,42.013923,-93.728595,203,25,69,32,32000,"194","94","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731179",2023,"Ames","Ames",0,7.5,NA,1715827,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6126,NA,4.24966666666667,2.38,NA,15,281,25.6081144534666,72.52,10.3,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"LH38",2,42.013978,-93.728522,182,22,67,32,32000,"151","41","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731180",2023,"Ames","Ames",0,7.5,NA,1715828,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2946,NA,4.02033333333333,2.6522,NA,14.3333333333333,354.8,22.7060567423787,80.04,18.36,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"LH39",2,42.013923,-93.728595,204,26,69,34,34000,"145","51","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731181",2023,"Ames","Ames",0,7.5,NA,1715829,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0088,NA,3.913,2.1928,NA,10,246.2,37.4808153714272,92.28,12.24,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"LH51",2,42.014197,-93.728672,117,29,59,31,31000,"170","92","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731182",2023,"Ames","Ames",0,7.5,NA,1715830,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3494,NA,3.67566666666667,2.252,NA,12.3333333333333,287.4,23.1697543915353,65.48,12.36,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"MDF-13D",2,42.013924,-93.728521,199,21,69,32,32000,"164","74","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731183",2023,"Ames","Ames",0,7.5,NA,1715831,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5132,NA,3.74766666666667,2.305,NA,13.3333333333333,248.8,23.8334758146079,59.52,10.48,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"LH145",2,42.014281,-93.728526,90,21,56,32,32000,"165","60","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731184",2023,"Ames","Ames",0,7.5,NA,1715832,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.639,NA,4.0245,2.3352,NA,13.3333333333333,213.4,34.6852573754287,72.76,19.5,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure ear length","2023 Ames",150,"PHG39",2,42.013731,-93.728592,266,25,76,33,33000,"186","80","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731185",2023,"Ames","Ames",0,7.5,NA,1715833,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4608,NA,4.00166666666667,2.4204,NA,13,317.2,21.8469131821158,69.14,10.98,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"207",2,42.014148,-93.728635,137,28,62,32,32000,"161","57","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731186",2023,"Ames","Ames",0,7.5,NA,1715834,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7392,NA,4.15366666666667,2.6968,NA,13,320,27.6553472055789,87.72,20.66,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"PHG50",2,42.01406,-93.72867,154,29,64,32,32000,"161","66","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731187",2023,"Ames","Ames",0,7.5,NA,1715835,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.465,NA,4.084,2.3894,NA,12.6666666666667,251,29.8716532746183,74.7,16.02,NA,2023-10-19,"Sweetcorn","2023 Ames",150,"BO9",2,42.014011,-93.728559,183,23,67,32,32000,"157","55","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731188",2023,"Ames","Ames",0,7.5,NA,1715836,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7114,NA,4.6045,2.64,NA,17,395.4,23.4602352817758,91.7,19.6,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"F42",2,42.013429,-93.728661,369,29,87,32,32000,"123","33","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731189",2023,"Ames","Ames",0,7.5,NA,1715837,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5924,NA,4.17233333333333,2.6292,NA,14.3333333333333,267.2,26.5212443792762,78.9,19.92,NA,2023-10-19,"Sweetcorn;x - seed spilled during shelling","2023 Ames",150,"G80",2,42.014092,-93.72856,159,24,64,32,32000,"147","49","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731190",2023,"Ames","Ames",0,7.5,NA,1715838,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6952,NA,4.15966666666667,2.3776,NA,12.3333333333333,295.2,27.304846660289,80.86,12.62,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"PHG71",2,42.013955,-93.728558,201,23,69,32,32000,"172","80","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731191",2023,"Ames","Ames",0,7.5,NA,1715839,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.193,NA,4.24233333333333,2.4916,NA,15.3333333333333,348.2,21.3372304773627,74.18,12.94,NA,2023-10-19,"Sweetcorn","2023 Ames",150,"Q381",2,42.013983,-93.728559,196,23,68,32,32000,"154","53","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731192",2023,"Ames","Ames",0,7.5,NA,1715840,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3676666666667,NA,4.64633333333333,2.72566666666667,NA,18.6666666666667,458.4,23.0625730602712,112.275,24.4333333333333,NA,2023-10-19,"x-collect;Sweetcorn;x - seed spilled during shelling","2023 Ames",150,"DJ7",2,42.013868,-93.728594,222,26,71,32,32000,"186","76","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731193",2023,"Ames","Ames",0,7.5,NA,1715841,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5238,NA,4.59116666666667,2.8696,NA,16.6666666666667,161.4,30.7135362374789,50.12,17.92,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"78004",2,42.014148,-93.728561,141,24,62,33,33000,"159","63","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731194",2023,"Ames","Ames",0,7.5,NA,1715842,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.226,NA,4.46466666666667,3.024,NA,17.3333333333333,235.5,30.7971137521222,72.15,25.5,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",150,"78010",2,42.013457,-93.728588,355,26,86,31,31000,"139","52","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731195",2023,"Ames","Ames",0,7.5,NA,1715843,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9822,NA,4.44866666666667,2.59,NA,14,363.2,28.6463001887121,104.86,23.1,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure ear length","2023 Ames",150,"PHG83",2,42.013869,-93.72852,217,21,71,32,32000,"190","86","LC2320","Medium",4,"2023 Ames Medium"
"23-A-1731196",2023,"Ames","Ames",0,7.5,NA,1715844,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7872,NA,4.53833333333333,2.6656,NA,14.6666666666667,557,28.4249625780977,158,27.08,NA,2023-10-19,"Sweetcorn","2023 Ames",150,"5707",2,42.014395,-93.728638,61,27,53,30,30000,"186","86","LC2320","Medium",4,"2023 Ames Medium"
